num :,element :,name :,str3 :,tc :,lata :,latb :,latc :,refno :,ma1 :,ma2 :,mb1 :,mb2 :,mc1 :,mc2 :,md1 :,md2 :,me1 :,me2 :,mf1 :,mf2 :,mg1 :,mg2 :,mh1 :,mh2 :,mi1 :,mi2 :,mo1 :,mo2 :,oz :,composition :
2,Ba0.2La1.8Cu1O4-Y,"(Ba,La)2CuO4",T,29.0,,,,JJP0260223,Ba,0.2,La,1.8,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.2La1.8Cu1.0O4.0
3,Ba0.1La1.9Ag0.1Cu0.9O4-Y,"(Ba,La,Ag)2CuO4",T,26.0,,,,JJP0260223,Ba,0.1,La,1.9,Ag,0.1,Cu,0.9,,,,,,,,,,,O,4.0,,Ba0.1La1.9Ag0.1Cu0.9O4.0
4,Ba0.1La1.9Cu1O4-Y,"(Ba,La,)2CuO4",T,19.0,,,,JJP0260223,Ba,0.1,La,1.9,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.1La1.9Cu1.0O4.0
5,Ba0.15La1.85Cu1O4-Y,"(Ba,La)2CuO4",T,22.0,,,,JJP0260223,Ba,0.15,La,1.85,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.15La1.85Cu1.0O4.0
6,Ba0.3La1.7Cu1O4-Y,"(Ba,La)2CuO4",T,23.0,,,,JJP0260223,Ba,0.3,La,1.7,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.3La1.7Cu1.0O4.0
7,Ba0.5La1.5Cu1O4-Y,"(Ba,La)2CuO4",T,23.0,,,,JJP0260223,Ba,0.5,La,1.5,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.5La1.5Cu1.0O4.0
8,Ba1La1Cu1O4-Y,"(Ba,La)2CuO4",T,11.0,,,,JJP0260223,Ba,1.0,La,1.0,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba1.0La1.0Cu1.0O4.0
11,Sr0.1La1.9Cu1O4-Y,"(La,Sr)2CuO4",T,33.0,,,,JJP0260223,Sr,0.1,La,1.9,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sr0.1La1.9Cu1.0O4.0
12,Sr0.15La1.85Cu1O4-Y,"(La,Sr)2CuO4",T,36.0,,,,JJP0260223,Sr,0.15,La,1.85,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sr0.15La1.85Cu1.0O4.0
13,Sr0.2La1.8Cu1O4-Y,"(La,Sr)2CuO4",T,31.0,,,,JJP0260223,Sr,0.2,La,1.8,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu1.0O4.0
14,Sr0.3La1.7Cu1O4-Y,"(La,Sr)2CuO4",T,33.0,,,,JJP0260223,Sr,0.3,La,1.7,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sr0.3La1.7Cu1.0O4.0
15,Ba0.3La1.7Hg0.3Cu0.7O4-Y,"(La,Ba)2(Cu,Hg)O4",T,26.0,,,,JJP0260223,Ba,0.3,La,1.7,Hg,0.3,Cu,0.7,,,,,,,,,,,O,4.0,,Ba0.3La1.7Hg0.3Cu0.7O4.0
17,Ba0.1La1.9Ag0.05Cu0.95O4-Y,"(La,Ba)2(Cu,Ag)O4",T,27.0,,,,JJP0260223,Ba,0.1,La,1.9,Ag,0.05,Cu,0.95,,,,,,,,,,,O,4.0,,Ba0.1La1.9Ag0.05Cu0.95O4.0
18,Ba0.1La1.9Ag0.1Cu0.9O4-Y,"(La,Ba)2(Cu,Ag)O4",T,27.0,,,,JJP0260223,Ba,0.1,La,1.9,Ag,0.1,Cu,0.9,,,,,,,,,,,O,4.0,,Ba0.1La1.9Ag0.1Cu0.9O4.0
19,Ba0.1La1.9Ag0.25Cu0.75O4-Y,"(La,Ba)2(Cu,Ag)O4",T,26.0,,,,JJP0260223,Ba,0.1,La,1.9,Ag,0.25,Cu,0.75,,,,,,,,,,,O,4.0,,Ba0.1La1.9Ag0.25Cu0.75O4.0
20,Ba0.1La1.9Ag0.5Cu0.5O4-Y,"(La,Ba)2(Cu,Ag)O4",T,27.0,,,,JJP0260223,Ba,0.1,La,1.9,Ag,0.5,Cu,0.5,,,,,,,,,,,O,4.0,,Ba0.1La1.9Ag0.5Cu0.5O4.0
21,Y1Ba1.5Ca0.5Cu3O7-Z,"Y(Ba,Ca)2Cu3O7",Y123,82.0,3.762,3.8939999999999997,11.697000000000001,SSC0721203,Y,1.0,Ba,1.5,Ca,0.5,Cu,3.0,,,,,,,,,,,O,7.0,,Y1.0Ba1.5Ca0.5Cu3.0O7.0
22,Ba0.15La1.85Cu1O4-Y,"(La,Ba)2CuO4",T,30.0,,,,JJP0260123,Ba,0.15,La,1.85,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.15La1.85Cu1.0O4.0
23,La1.85Ba0.15Cu1O4,"(La,Ba)2CuO4",T,30.0,,,,JJP0260151,La,1.85,Ba,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Ba0.15Cu1.0O4.0
24,La1.85Sr0.15Cu1O4,"(La,Sr)2CuO4",T,39.0,,,,JJP0260196,La,1.85,Sr,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu1.0O4.0
36,La1.95Sr0.05Cu1O4-Y,"(La,Sr)2CuO4",T,14.8,3.7939999999999996,,13.210999999999999,CL19870547,La,1.95,Sr,0.05,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.95Sr0.05Cu1.0O4.0
37,La1.9Sr0.1Cu1O4-Y,"(La,Sr)2CuO4",T,30.0,3.786,,13.220999999999998,CL19870547,La,1.9,Sr,0.1,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.9Sr0.1Cu1.0O4.0
38,La1.775Sr0.225Cu1O4-Y,"(La,Sr)2CuO4",T,35.5,3.7710000000000004,,13.254000000000001,CL19870547,La,1.775,Sr,0.225,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.775Sr0.225Cu1.0O4.0
39,La1.75Sr0.25Cu1O4-Y,"(La,Sr)2CuO4",T,23.3,3.7739999999999996,,13.267000000000001,CL19870547,La,1.75,Sr,0.25,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.75Sr0.25Cu1.0O4.0
40,La1.7Sr0.3Cu1O4-Y,"(La,Sr)2CuO4",T,18.2,3.7739999999999996,,13.245999999999999,CL19870547,La,1.7,Sr,0.3,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.7Sr0.3Cu1.0O4.0
41,La1.65Sr0.35Cu1O4-Y,"(La,Sr)2CuO4",T,18.3,3.7710000000000004,,13.258,CL19870547,La,1.65,Sr,0.35,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.65Sr0.35Cu1.0O4.0
42,La1.6Sr0.4Cu1O4-Y,"(La,Sr)2CuO4",T,18.3,3.7689999999999997,,13.257,CL19870547,La,1.6,Sr,0.4,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.6Sr0.4Cu1.0O4.0
43,La1.825Sr0.175Cu1O4-Y,"(La,Sr)2CuO4",T,37.5,3.778,,13.243,CL19870547,La,1.825,Sr,0.175,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.825Sr0.175Cu1.0O4.0
44,La1.85Ca0.15Cu1O4-Y,"(La,Sr)2CuO4",T,20.0,,,,CL19870429,La,1.85,Ca,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Ca0.15Cu1.0O4.0
60,Y1.6Ba2.4Cu3O10-X,"Y(Y,Ba)2Cu3O7",Y123,90.0,,,,JJP0260624,Y,1.6,Ba,2.4,Cu,3.0,,,,,,,,,,,,,O,10.0,,Y1.6Ba2.4Cu3.0O10.0
61,Y1.2Ba1.8Cu2O7-X,"Y(Y,Ba)2Cu3O7",Y123,92.0,,,,JJP0260624,Y,1.2,Ba,1.8,Cu,2.0,,,,,,,,,,,,,O,7.0,,Y1.2Ba1.8Cu2.0O7.0
93,La1.85Sr0.15Cu1O4-Y,"(La,Sr)2CuO4",T,35.5,3.782,,13.229,CL19870547,La,1.85,Sr,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu1.0O4.0
95,Sr0.35La1.65Cu1O4-Y,"(La,Sr)2CuO4",T,26.0,,,,JJP0260223,Sr,0.35,La,1.65,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sr0.35La1.65Cu1.0O4.0
105,Ba0.15La1.85Cu1O4,"(La,Ba)2CuO4",T,28.0,,,,APL0500543,Ba,0.15,La,1.85,Cu,1.0,,,,,,,,,,,,,O,4.0,,Ba0.15La1.85Cu1.0O4.0
106,Sr0.15La1.85Cu1O4,"(La,Sr)2CuO4",T,34.7,,,,APL0500543,Sr,0.15,La,1.85,Cu,1.0,,,,,,,,,,,,,O,4.0,,Sr0.15La1.85Cu1.0O4.0
108,Sr0.2La1.8Cu0.95Ti0.05O4,"(La,Sr)2(Cu,Ti)O4",T,21.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.95,Ti,0.05,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.95Ti0.05O4.0
109,Sr0.2La1.8Cu0.99V0.01O4,"(La,Sr)2(Cu,V)O4",T,12.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.99,V,0.01,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.99V0.01O4.0
110,Sr0.2La1.8Cu0.99Cr0.01O4,"(La,Sr)2(Cu,Cr)O4",T,22.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.99,Cr,0.01,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.99Cr0.01O4.0
111,Sr0.2La1.8Cu0.98Mn0.02O4,"(La,Sr)2(Cu,Mn)O4",T,32.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.98,Mn,0.02,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.98Mn0.02O4.0
112,Sr0.2La1.8Cu0.95Fe0.05O4,"(La,Sr)2(Cu,Fe)O4",T,30.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.95,Fe,0.05,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.95Fe0.05O4.0
113,Sr0.2La1.8Cu0.95Co0.05O4,"(La,Sr)2(Cu,Co)O4",T,16.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.95,Co,0.05,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.95Co0.05O4.0
114,Sr0.2La1.8Cu0.95Ni0.05O4,"(La,Sr)2(Cu,Ni)O4",T,21.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.95,Ni,0.05,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.95Ni0.05O4.0
115,Sr0.2La1.8Cu0.99Zn0.01O4,"(La,Sr)2(Cu,Zn)O4",T,29.0,,,,JJP0260337,Sr,0.2,La,1.8,Cu,0.99,Zn,0.01,,,,,,,,,,,O,4.0,,Sr0.2La1.8Cu0.99Zn0.01O4.0
116,Pr0.1La1.7Sr0.2Cu1O4,"(La,Pr,Sr)2CuO4",T,36.0,,,,JJP0260337,Pr,0.1,La,1.7,Sr,0.2,Cu,1.0,,,,,,,,,,,O,4.0,,Pr0.1La1.7Sr0.2Cu1.0O4.0
117,Nd0.1La1.7Sr0.2Cu1O4,"(La,Nd,Sr)2CuO4",T,35.0,,,,JJP0260337,Nd,0.1,La,1.7,Sr,0.2,Cu,1.0,,,,,,,,,,,O,4.0,,Nd0.1La1.7Sr0.2Cu1.0O4.0
118,Sm0.1La1.7Sr0.2Cu1O4,"(La,Sm,Sr)2CuO4",T,32.0,,,,JJP0260337,Sm,0.1,La,1.7,Sr,0.2,Cu,1.0,,,,,,,,,,,O,4.0,,Sm0.1La1.7Sr0.2Cu1.0O4.0
119,Gd0.1La1.7Sr0.2Cu1O4,"(La,Gd,Sr)2CuO4",T,30.0,,,,JJP0260337,Gd,0.1,La,1.7,Sr,0.2,Cu,1.0,,,,,,,,,,,O,4.0,,Gd0.1La1.7Sr0.2Cu1.0O4.0
120,Y1Ba2Cu2.85Fe0.15O7,"YBa2(Cu,Fe)3O7",Y123,51.0,,,,PRB0363923,Y,1.0,Ba,2.0,Cu,2.85,Fe,0.15,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.85Fe0.15O7.0
121,Y1Ba2Cu2.7Fe0.3O7,"YBa2(Cu,Fe)3O7",Y123,33.0,,,,PRB0363923,Y,1.0,Ba,2.0,Cu,2.7,Fe,0.3,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.7Fe0.3O7.0
122,Y1Ba2Cu2.97Fe0.03O7,"YBa2(Cu,Fe)3O7",Y123,82.0,3.822,3.891,11.67,PRB0363923,Y,1.0,Ba,2.0,Cu,2.97,Fe,0.03,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.97Fe0.03O7.0
123,Y1Ba2Cu2.94Fe0.06O7,"YBa2(Cu,Fe)3O7",Y123,60.0,,,,PRB0363923,Y,1.0,Ba,2.0,Cu,2.94,Fe,0.06,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.94Fe0.06O7.0
124,Y1Ba2Cu2.88Fe0.12O7,"YBa2(Cu,Fe)3O7",Y123,54.0,,,,PRB0363923,Y,1.0,Ba,2.0,Cu,2.88,Fe,0.12,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Fe0.12O7.0
125,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,90.0,3.822,3.891,11.67,PRB0363923,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
126,Y1Ba2Cu3S1O6,"YBa2Cu3(O,S)7",Y123,90.0,3.855,3.919,11.75,PRB0363923,Y,1.0,Ba,2.0,Cu,3.0,S,1.0,,,,,,,,,,,O,6.0,,Y1.0Ba2.0Cu3.0S1.0O6.0
127,Y1Ba2Cu3Cl1O6,"Yba2Cu3(O,Cl)7",Y123,72.0,,,,PRB0363923,Y,1.0,Ba,2.0,Cu,3.0,Cl,1.0,,,,,,,,,,,O,6.0,,Y1.0Ba2.0Cu3.0Cl1.0O6.0
128,Y1Ba2Cu3O7+Y,YBa2Cu3O7,Y123,92.0,3.821,3.885,11.675999999999998,PRB0363920,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
129,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,93.0,,,,PRB0363917,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
130,Y1Ba2Cu3O7-Y,YBa2Cu3O7,Y123,92.0,,,,PRB0363913,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
131,Gd1Ba2Cu3O7-Y,GdBa2Cu3O7,Y123,94.5,,,,PRB0363913,Gd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Gd1.0Ba2.0Cu3.0O7.0
133,La1.85Sr0.15Cu1O4,"(La,Sr)2CuO4",T,36.0,,,,PRB0364003,La,1.85,Sr,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu1.0O4.0
134,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,91.85,,,,PRB0363990,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
135,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,91.95,,,,PRB0363990,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
136,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,89.7,,,,PRB0363990,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
137,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,89.9,,,,PRB0363990,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
138,Ho1Ba2Cu3O8-X,HoBa2Cu3O7,Y123,85.0,,,,JPC0200669,Ho,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,8.0,,Ho1.0Ba2.0Cu3.0O8.0
139,Y0.1Gd0.9Ba2Cu3O8-X,"(Y,Gd)Ba2Cu3O7",Y123,90.5,,,,JPC0200669,Y,0.1,Gd,0.9,Ba,2.0,Cu,3.0,,,,,,,,,,,O,8.0,,Y0.1Gd0.9Ba2.0Cu3.0O8.0
140,Er1Ba2Cu3O7-X,ErBa2Cu3O7,Y123,275.0,,,,JPC0200673,Er,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Er1.0Ba2.0Cu3.0O7.0
141,Y1Ba2Cu3O7-X,YBa2Cu3O7,Y123,130.0,,,,PRL0591468,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
142,Y1Ba2Cu3O7-X,YBa2Cu3O7,Y123,88.8,3.83,3.89,11.71,PRL0591160,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
144,Y1Ba2Cu3O7-X,YBa2Cu3O7,Y123,90.0,,,,JPF0170261,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
145,Y1Ba2Cu3O7-X,YBa2Cu3O7,Y123,85.5,,,,JPF0170243,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
147,Y1Ba2Cu3O7-X,YBa2Cu3O7,Y123,90.0,,,,PRL0591768,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
155,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,90.0,3.817,3.883,11.633,SSC0631149,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
164,Y1Ba2Cu3O6.9,YBa2Cu3O7,Y123,95.0,,,,JJP0261859,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.9,6.9,Y1.0Ba2.0Cu3.0O6.9
180,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,91.6,3.824,3.887,11.657,PRB0368393,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
183,Y1Ba2Cu2.75Ni0.25O7,"YBa2(Cu,Ni)3O7",Y123,63.9,3.819,3.886,11.657,PRB0368393,Y,1.0,Ba,2.0,Cu,2.75,Ni,0.25,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.75Ni0.25O7.0
184,Y1Ba2Cu3O7,YBa2Cu3O7,Y123,92.0,3.851,3.851,11.672,PRB0368365,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
185,Y1Ba2Cu2.95Al0.05O7,"YBa2(Cu,Al)3O7",Y123,88.0,3.835,3.884,11.688,PRB0368365,Y,1.0,Ba,2.0,Cu,2.95,Al,0.05,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.95Al0.05O7.0
186,Y1Ba2Cu2.9Al0.1O7,"YBa2(Cu,Al)3O7",Y123,75.0,3.844,3.895,11.657,PRB0368365,Y,1.0,Ba,2.0,Cu,2.9,Al,0.1,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.9Al0.1O7.0
187,La1.85Sr0.15Cu1O4,"(La,Sr)2CuO4",T,39.3,3.777,,13.226,PRB0368393,La,1.85,Sr,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu1.0O4.0
188,La1.85Sr0.15Cu0.975Ni0.025O4,"(La,Sr)2(Cu,Ni)O4",T,22.6,3.775,,13.222,PRB0368393,La,1.85,Sr,0.15,Cu,0.975,Ni,0.025,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu0.975Ni0.025O4.0
193,Y1Ba2Cu2.89Al0.11O7,"YBa2(Cu,Al)3O7",Y123,82.0,3.847,3.851,11.659,PRB0368365,Y,1.0,Ba,2.0,Cu,2.89,Al,0.11,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.89Al0.11O7.0
194,Y1Ba2Cu2.88Al0.12O7,"YBa2(Cu,Al)3O7",Y123,51.0,3.855,3.859,11.684,PRB0368365,Y,1.0,Ba,2.0,Cu,2.88,Al,0.12,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Al0.12O7.0
195,Y1Ba2Cu2.87Al0.13O7,"YBa2(Cu,Al)3O7",Y123,45.0,3.843,3.859,11.667,PRB0368365,Y,1.0,Ba,2.0,Cu,2.87,Al,0.13,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.87Al0.13O7.0
196,Y1Ba2Cu2.865Al0.135O7,"YBa2(Cu,Al)3O7",Y123,45.0,3.856,3.86,11.674,PRB0368365,Y,1.0,Ba,2.0,Cu,2.865,Al,0.135,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.865Al0.135O7.0
197,Y1Ba2Cu2.82Al0.18O7,"YBa2(Cu,Al)3O7",Y123,20.0,3.854,3.856,11.668,PRB0368365,Y,1.0,Ba,2.0,Cu,2.82,Al,0.18,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.82Al0.18O7.0
199,Y1Ba2Cu3O7-Z,YBa2Cu3O7,Y123,92.4,,,,PRB0368329,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
200,Y1Ba2Cu3O6.8,YBa2Cu3O7,Y123,91.6,,,,PRB0368786,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.8,6.8,Y1.0Ba2.0Cu3.0O6.8
201,Er1Ba2Cu3O7-Z,ErBa2Cu3O7,Y123,86.0,,,,PRB0368791,Er,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Er1.0Ba2.0Cu3.0O7.0
202,Y1Ba2Cu3H0.14O7,YBa2Cu3HxO7,Y123,92.5,,,,PRB0368798,Y,1.0,Ba,2.0,Cu,3.0,H,0.14,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H0.14O7.0
203,Y1Ba2Cu3H0.48O7,Yba2Cu3HxO7,Y123,93.6,,,,PRB0368798,Y,1.0,Ba,2.0,Cu,3.0,H,0.48,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H0.48O7.0
204,Y1Ba2Cu3H1O7,YBa2Cu3HxO7,Y123,93.2,,,,PRB0368798,Y,1.0,Ba,2.0,Cu,3.0,H,1.0,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0H1.0O7.0
207,Y1Ba2Cu3O9-Z,YBa2Cu3O7,Y123,90.0,,,,PRB0368802,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,9.0,,Y1.0Ba2.0Cu3.0O9.0
208,Eu1Ba2Cu3O7.1,EuBa2Cu3O7,Y123,94.9,3.845,3.901,11.704,PRB0360226,Eu,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.1,7.1,Eu1.0Ba2.0Cu3.0O7.1
209,Gd1Ba2Cu3O7.08,GdBa2Cu3O7,Y123,93.8,3.84,3.899,11.703,PRB0360226,Gd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.08,7.08,Gd1.0Ba2.0Cu3.0O7.08
210,Dy1Ba2Cu3O6.82,DyBa2Cu3O7,Y123,92.7,3.828,3.889,11.668,PRB0360226,Dy,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.82,6.82,Dy1.0Ba2.0Cu3.0O6.82
211,Ho1Ba2Cu3O6.71,HoBa2Cu3O7,Y123,92.9,3.822,3.888,11.67,PRB0360226,Ho,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.71,6.71,Ho1.0Ba2.0Cu3.0O6.71
222,Er1Ba2Cu3O6.82,ErBa2Cu3O7,Y123,92.4,3.815,3.885,11.659,PRB0360226,Er,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.82,6.82,Er1.0Ba2.0Cu3.0O6.82
223,Tm1Ba2Cu3O6.65,TmBa2Cu3O7,Y123,92.5,3.81,3.882,11.656,PRB0360226,Tm,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.65,6.65,Tm1.0Ba2.0Cu3.0O6.65
224,Yb1Ba2Cu3O6.71,YbBa2Cu3O7,Y123,87.0,3.799,3.873,11.65,PRB0360226,Yb,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.71,6.71,Yb1.0Ba2.0Cu3.0O6.71
225,Lu1Ba2Cu3O7-X,LuBa2Cu3O7,Y123,89.5,,,,PRB0360226,Lu,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Lu1.0Ba2.0Cu3.0O7.0
226,Y1Ba2Cu3O6.72,YBa2Cu3O7,Y123,93.4,3.824,3.887,11.657,PRB0360226,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.72,6.72,Y1.0Ba2.0Cu3.0O6.72
228,Nd1Ba2Cu3O7.16,NdBa2Cu3O7,Y123,95.3,3.855,3.914,11.736,PRB0360226,Nd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.16,7.16,Nd1.0Ba2.0Cu3.0O7.16
229,Sm1Ba2Cu3O7.11,SmBa2Cu3O7,Y123,93.5,3.855,3.899,11.720999999999998,PRB0360226,Sm,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.11,7.11,Sm1.0Ba2.0Cu3.0O7.11
230,La1.85Sr0.15Cu1O4,"(La,Sr)2CuO4",T,37.1,,,,SSC0650849,La,1.85,Sr,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu1.0O4.0
231,Y1Ba2Cu3O7-X,YBa2Cu3O7,Y123,88.8,,,,PRL0591160,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
232,La1.85Sr0.15Cu1O4-Z,"(La,Sr)2CuO4",T,33.0,,,,PRB0365279,La,1.85,Sr,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,La1.85Sr0.15Cu1.0O4.0
233,Y1Ba2.01Cu2.81Ni0.19O6.7,"YBa2(Cu,Ni)3O7",Y123,65.0,3.819,3.888,11.661,SSC0650585,Y,1.0,Ba,2.01,Cu,2.81,Ni,0.19,,,,,,,,,,,O,6.7,,Y1.0Ba2.01Cu2.81Ni0.19O6.7
234,Y1Ba2.02Cu2.18Zn0.82O7,"YBa2(Cu,Zn)3O7",Y123,30.0,3.829,3.887,11.67,SSC0650585,Y,1.0,Ba,2.02,Cu,2.18,Zn,0.82,,,,,,,,,,,O,7.0,,Y1.0Ba2.02Cu2.18Zn0.82O7.0
235,Y1Ba1.99Cu2.847Ag0.153O6.7,"YBa2(Cu,Ag)3O7",Y123,86.0,3.827,3.893,11.683,SSC0650585,Y,1.0,Ba,1.99,Cu,2.847,Ag,0.153,,,,,,,,,,,O,6.7,,Y1.0Ba1.99Cu2.847Ag0.153O6.7
