num :,element :,name :,str3 :,tc :,lata :,latb :,latc :,refno :,ma1 :,ma2 :,mb1 :,mb2 :,mc1 :,mc2 :,md1 :,md2 :,me1 :,me2 :,mf1 :,mf2 :,mg1 :,mg2 :,mh1 :,mh2 :,mi1 :,mi2 :,mo1 :,mo2 :,oz :,composition :
5043,Y1Ba2Cu2.98Fe0.02O7,"YBa2(Cu,Fe)3O7",Y123,90.7,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.98,Fe,0.02,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.98Fe0.02O7.0
5044,Y1Ba2Cu2.93Fe0.03O7,"YBa2(Cu,Fe)3O7",Y123,90.1,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.93,Fe,0.03,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.93Fe0.03O7.0
5045,Y1Ba2Cu2.94Cu0.6O7,"YBa2(Cu,Fe)3O7",Y123,89.1,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.94,Cu,0.6,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.94Cu0.6O7.0
5046,Y1Ba2Cu2.92Fe0.08O7,"YBa2(Cu,Fe)3O7",Y123,86.2,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.92,Fe,0.08,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.92Fe0.08O7.0
5047,Y1Ba2Cu2.88Fe0.12O7,"YBa2(Cu,Fe)3O7",Y123,79.0,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.88,Fe,0.12,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Fe0.12O7.0
5048,Y1Ba2Cu2.74Fe0.26O7,"YBa2(Cu,Fe)3O7",Y123,55.6,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.74,Fe,0.26,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.74Fe0.26O7.0
5049,Y1Ba2Cu2.7Fe0.3O7,"YBa2(Cu,Fe)3O7",Y123,50.8,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.7,Fe,0.3,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.7Fe0.3O7.0
5050,Y1Ba2Cu2.985Zn0.015O7,"YBa2(Cu,Zn)3O7",Y123,83.2,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.985,Zn,0.015,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.985Zn0.015O7.0
5051,Y1Ba2Cu2.97Zn0.03O7,"YBa2(Cu,Zn)3O7",Y123,75.2,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.97,Zn,0.03,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.97Zn0.03O7.0
5052,Y1Ba2Cu2.94Zn0.06O7,"YBa2(Cu,Zn)3O7",Y123,57.4,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.94,Zn,0.06,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.94Zn0.06O7.0
5053,Y1Ba2Cu2.88Zn0.12O7,"YBa2(Cu,Zn)3O7",Y123,50.4,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.88,Zn,0.12,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Zn0.12O7.0
5054,Y1Ba2Cu2.94Ni0.06O7,"YBa2(Cu,Ni)3O7",Y123,85.9,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.94,Ni,0.06,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.94Ni0.06O7.0
5055,Y1Ba2Cu2.88Ni0.18O7,"YBa2(Cu,Ni)3O7",Y123,77.2,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.88,Ni,0.18,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Ni0.18O7.0
5056,Y1Ba2Cu2.76Ni0.24O7,"YBa2(Cu,Ni)3O7",Y123,71.5,,,,PR0489803,Y,1.0,Ba,2.0,Cu,2.76,Ni,0.24,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.76Ni0.24O7.0
5057,Bi2Sr2Ca1Cu1.99Fe0.01O8,"Bi2Sr2Ca(Cu,Fe)2O8",Bi2212,74.1,,,,PR0489803,Bi,2.0,Sr,2.0,Ca,1.0,Cu,1.99,Fe,0.01,,,,,,,,,O,8.0,,Bi2.0Sr2.0Ca1.0Cu1.99Fe0.01O8.0
5058,Bi2Sr2Ca1Cu1.98Fe0.02O8,"Bi2Sr2Ca(Cu,Fe)2O8",Bi2212,71.5,,,,PR0489803,Bi,2.0,Sr,2.0,Ca,1.0,Cu,1.98,Fe,0.02,,,,,,,,,O,8.0,,Bi2.0Sr2.0Ca1.0Cu1.98Fe0.02O8.0
5059,Bi2Sr2Ca1Cu1.96Fe0.04O8,"Bi2Sr2Ca(Cu,Fe)2O8",Bi2212,65.7,,,,PR0489803,Bi,2.0,Sr,2.0,Ca,1.0,Cu,1.96,Fe,0.04,,,,,,,,,O,8.0,,Bi2.0Sr2.0Ca1.0Cu1.96Fe0.04O8.0
5062,Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7,,Y123,35.5,,,,PHC2150191,Y,0.85,Ca,0.15,Sr,1.5,Ba,0.5,Cu,2.5,B,0.5,,,,,,,O,7.0,,Y0.85Ca0.15Sr1.5Ba0.5Cu2.5B0.5O7.0
5063,Y0.85Ca0.15Sr1Ba1Cu2.5B0.5O7,,Y123,43.6,,,,PHC2150191,Y,0.85,Ca,0.15,Sr,1.0,Ba,1.0,Cu,2.5,B,0.5,,,,,,,O,7.0,,Y0.85Ca0.15Sr1.0Ba1.0Cu2.5B0.5O7.0
5064,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5O7,,Y123,55.6,,,,PHC2150191,Y,0.85,Ca,0.15,Sr,0.5,Ba,1.5,Cu,2.5,B,0.5,,,,,,,O,7.0,,Y0.85Ca0.15Sr0.5Ba1.5Cu2.5B0.5O7.0
5066,Y1Sr1Ba1Cu2.5B0.5O7,,Y123,25.0,,,,PHC2150191,Y,1.0,Sr,1.0,Ba,1.0,Cu,2.5,B,0.5,,,,,,,,,O,7.0,,Y1.0Sr1.0Ba1.0Cu2.5B0.5O7.0
5067,Y1Sr0.5Ba1.5Cu2.5B0.5O7,,Y123,15.0,,,,PHC2150191,Y,1.0,Sr,0.5,Ba,1.5,Cu,2.5,B,0.5,,,,,,,,,O,7.0,,Y1.0Sr0.5Ba1.5Cu2.5B0.5O7.0
5068,Hg1Ba2Ca1Cu2O6+z,HgBa2CaCu2O6,Hg1212,113.0,3.862,,12.707,PHC2140307,Hg,1.0,Ba,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,6.0,,Hg1.0Ba2.0Ca1.0Cu2.0O6.0
5069,Hg1234O10+z,HgBa2Ca3Cu4O10,Hg1234,126.0,3.8539999999999996,,19.006,PHC2150001,Hg,1.0,2,,3,,4,,,,,,,,,,,,O,10.0,,Hg1.0234O10.0
5070,Hg1Ba2Ca2Cu3O8+z,HgBa2Ca2Cu3O8,Hg1223,133.0,3.853,,15.818,PHC2150001,Hg,1.0,Ba,2.0,Ca,2.0,Cu,3.0,,,,,,,,,,,O,8.0,,Hg1.0Ba2.0Ca2.0Cu3.0O8.0
5073,Y1Ba2Cu3O6.97,YBa2Cu3Oz,Y123,89.9,,,,PHC1620151,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.97,6.97,Y1.0Ba2.0Cu3.0O6.97
5074,Y1Ba2Cu3O6.9,YBa2Cu3Oz,Y123,89.0,,,,PHC1620151,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.9,6.9,Y1.0Ba2.0Cu3.0O6.9
5075,Y1Ba2Cu3O7-z,YBa2Cu3O7,Y123,92.9,,,,PHC2140350,Y,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu3.0O7.0
5076,Y1Ba2Cu2.85Zn0.15O7-z,"YBa2(Cu,Zn)3O7",Y123,41.5,,,,PHC2140350,Y,1.0,Ba,2.0,Cu,2.85,Zn,0.15,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.85Zn0.15O7.0
5077,Y1Ba2Cu2.955Co0.045O7-z,"YBa2(Cu,Co)3O7",Y123,94.4,,,,PHC2140350,Y,1.0,Ba,2.0,Cu,2.955,Co,0.045,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.955Co0.045O7.0
5078,Y1Ba2Cu2.88Co0.12O7-z,"YBa2(Cu,Co)3O7",Y123,80.0,,,,PHC2140350,Y,1.0,Ba,2.0,Cu,2.88,Co,0.12,,,,,,,,,,,O,7.0,,Y1.0Ba2.0Cu2.88Co0.12O7.0
5079,Nd1.5Ce0.5Sr2Cu2Nb1O10,"(Nd,Ce)2Sr2Cu2NbO10",RCSCNO,24.2,,,,PR0486525,Nd,1.5,Ce,0.5,Sr,2.0,Cu,2.0,Nb,1.0,,,,,,,,,O,10.0,,Nd1.5Ce0.5Sr2.0Cu2.0Nb1.0O10.0
5080,Eu1.5Ce0.5Sr2Cu2Nb1O10,"(Eu,Ce)2Sr2Cu2NbO10",RCSCNO,24.0,,,,PR0486525,Eu,1.5,Ce,0.5,Sr,2.0,Cu,2.0,Nb,1.0,,,,,,,,,O,10.0,,Eu1.5Ce0.5Sr2.0Cu2.0Nb1.0O10.0
5081,Sm1.5Ce0.5Sr2Cu2Nb1O10,"(Sm,Ce)2Sr2Cu2NbO10",RCSCNO,27.0,,,,PR0486525,Sm,1.5,Ce,0.5,Sr,2.0,Cu,2.0,Nb,1.0,,,,,,,,,O,10.0,,Sm1.5Ce0.5Sr2.0Cu2.0Nb1.0O10.0
5082,Tl0.5Pb0.5Sr2Ca2Cu3O9,"(Tl,Pb)Sr2Ca2Cu3O9",Tl1223,115.0,,,,PR0486519,Tl,0.5,Pb,0.5,Sr,2.0,Ca,2.0,Cu,3.0,,,,,,,,,O,9.0,,Tl0.5Pb0.5Sr2.0Ca2.0Cu3.0O9.0
5083,Tl2Ba2Ca2Cu3O10,Tl2Ba2Ca2Cu3O10,Tl2223,118.0,,,,PR0486519,Tl,2.0,Ba,2.0,Ca,2.0,Cu,3.0,,,,,,,,,,,O,10.0,,Tl2.0Ba2.0Ca2.0Cu3.0O10.0
5084,La2Cu1O4.08,La2CuO4,T,32.0,,,,PR0486506,La,2.0,Cu,1.0,,,,,,,,,,,,,,,O,4.08,4.08,La2.0Cu1.0O4.08
5085,La2Cu1O4.12,La2CuO4,T,43.0,,,,PR0486506,La,2.0,Cu,1.0,,,,,,,,,,,,,,,O,4.12,4.12,La2.0Cu1.0O4.12
5086,La2Cu1O4+z,La2CuO4,T,28.0,,,,PR0486506,La,2.0,Cu,1.0,,,,,,,,,,,,,,,O,4.0,,La2.0Cu1.0O4.0
5087,La2Cu1O4+z,La2CuO4,T,39.0,,,,PR0486506,La,2.0,Cu,1.0,,,,,,,,,,,,,,,O,4.0,,La2.0Cu1.0O4.0
5088,Nd1Ba2Cu3O7-z,NdBa2Cu3O7,Y123,87.0,,,,PR0486431,Nd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Nd1.0Ba2.0Cu3.0O7.0
5089,Nd1Ba2Cu3O7-z,NdBa2Cu3O7,Y123,87.5,,,,PR0486431,Nd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Nd1.0Ba2.0Cu3.0O7.0
5092,Y1Ba2Cu4O8,YBa2Cu4O8,Y124,79.0,,,,PR0483575,Y,1.0,Ba,2.0,Cu,4.0,,,,,,,,,,,,,O,8.0,,Y1.0Ba2.0Cu4.0O8.0
5093,Bi2Sr2Ca1Cu2O8+z,Bi2Sr2CaCu2O8,Bi2212,85.0,,,,PR0483531,Bi,2.0,Sr,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,8.0,,Bi2.0Sr2.0Ca1.0Cu2.0O8.0
5094,Bi2Sr2Ca1Cu2O8+z,Bi2Sr2CaCu2O8,Bi2212,59.0,,,,PR0483531,Bi,2.0,Sr,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,8.0,,Bi2.0Sr2.0Ca1.0Cu2.0O8.0
5095,Tl1Ba1.75Eu1.75Ce0.5Cu2O9-z,"TlBa2(Eu,Ce)2Cu2O9",Tl1222,40.0,3.878,,30.423000000000002,PHC1970131,Tl,1.0,Ba,1.75,Eu,1.75,Ce,0.5,Cu,2.0,,,,,,,,,O,9.0,,Tl1.0Ba1.75Eu1.75Ce0.5Cu2.0O9.0
5096,Tl1Ba1.75Eu1.75Ce0.5Cu2O9-z,"TlBa2(Eu,Ce)2Cu2O9",Tl1222,25.5,3.878,,30.423000000000002,PHC1970131,Tl,1.0,Ba,1.75,Eu,1.75,Ce,0.5,Cu,2.0,,,,,,,,,O,9.0,,Tl1.0Ba1.75Eu1.75Ce0.5Cu2.0O9.0
5098,Yb1Ba1.8Sr0.2Cu4O8,"Yb(Ba,Sr)2Cu4O8",Y124,82.0,3.8139999999999996,3.8569999999999998,27.129,PHC1900433,Yb,1.0,Ba,1.8,Sr,0.2,Cu,4.0,,,,,,,,,,,O,8.0,,Yb1.0Ba1.8Sr0.2Cu4.0O8.0
5099,Yb1Ba1.6Sr0.4Cu4O8,"Yb(Ba,Sr)2Cu4O8",Y124,80.0,3.805,3.855,27.072,PHC1900433,Yb,1.0,Ba,1.6,Sr,0.4,Cu,4.0,,,,,,,,,,,O,8.0,,Yb1.0Ba1.6Sr0.4Cu4.0O8.0
5100,Yb1Ba1.4Sr0.6Cu4O8,"Yb(Ba,Sr)2Cu4O8",Y124,80.0,3.7960000000000003,3.8510000000000004,27.022,PHC1900433,Yb,1.0,Ba,1.4,Sr,0.6,Cu,4.0,,,,,,,,,,,O,8.0,,Yb1.0Ba1.4Sr0.6Cu4.0O8.0
5101,Yb1Ba1.2Sr0.8Cu4O8,"Yb(Ba,Sr)2Cu4O8",Y124,80.0,3.7939999999999996,3.8510000000000004,27.006999999999998,PHC1900433,Yb,1.0,Ba,1.2,Sr,0.8,Cu,4.0,,,,,,,,,,,O,8.0,,Yb1.0Ba1.2Sr0.8Cu4.0O8.0
5102,Nd1.85Ce0.15Cu1O4,"(Nd,Ce)2CuO4",T',22.0,,,,PRL0700085,Nd,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Nd1.85Ce0.15Cu1.0O4.0
5103,Nd1.85Ce0.15Cu1O4,"(Nd,Ce)2CuO4",T',21.5,,,,PRL0700085,Nd,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Nd1.85Ce0.15Cu1.0O4.0
5104,Nd1.85Ce0.15Cu1O4,"(Nd,Ce)2CuO4",T',21.0,,,,PRL0700085,Nd,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Nd1.85Ce0.15Cu1.0O4.0
5125,Tl2Ba2Ca1Cu2O8+z,Tl2Ba2CaCu2O8,Tl2212,85.0,,,,PR0479048,Tl,2.0,Ba,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,8.0,,Tl2.0Ba2.0Ca1.0Cu2.0O8.0
5126,Tl2Ba2Ca1Cu2O8+z,Tl2Ba2CaCu2O8,Tl2212,105.0,,,,PR0479048,Tl,2.0,Ba,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,8.0,,Tl2.0Ba2.0Ca1.0Cu2.0O8.0
5127,Tl2Ba2Ca0.9Y0.1Cu2O8+z,"Tl2Ba2(Ca,Y)Cu2O8",Tl2212,88.0,,,,PR0479048,Tl,2.0,Ba,2.0,Ca,0.9,Y,0.1,Cu,2.0,,,,,,,,,O,8.0,,Tl2.0Ba2.0Ca0.9Y0.1Cu2.0O8.0
5128,Tl2Ba2Ca0.8Y0.2Cu2O8+z,"Tl2Ba2(Ca,Y)Cu2O8",Tl2212,74.0,,,,PR0479048,Tl,2.0,Ba,2.0,Ca,0.8,Y,0.2,Cu,2.0,,,,,,,,,O,8.0,,Tl2.0Ba2.0Ca0.8Y0.2Cu2.0O8.0
5129,Tl2Ba2Ca0.75Y0.25Cu2O8+z,"Tl2Ba2(Ca,Y)Cu2O8",Tl2212,58.0,,,,PR0479048,Tl,2.0,Ba,2.0,Ca,0.75,Y,0.25,Cu,2.0,,,,,,,,,O,8.0,,Tl2.0Ba2.0Ca0.75Y0.25Cu2.0O8.0
5130,Tl2Ba2Ca0.65Y0.35Cu2O8+z,"Tl2Ba2(Ca,Y)Cu2O8",Tl2212,30.0,,,,PR0479048,Tl,2.0,Ba,2.0,Ca,0.65,Y,0.35,Cu,2.0,,,,,,,,,O,8.0,,Tl2.0Ba2.0Ca0.65Y0.35Cu2.0O8.0
5133,Ba1.7K0.3Pb0.95Bi0.05O4,"(Ba,K)2(Pb,Bi)O4",T,11.0,,,,PR0478008,Ba,1.7,K,0.3,Pb,0.95,Bi,0.05,,,,,,,,,,,O,4.0,,Ba1.7K0.3Pb0.95Bi0.05O4.0
5134,Ba1.9K0.1Pb0.85Bi0.15O4,"(Ba.K)2(Pb,Bi)O4",T,12.5,,,,PR0478008,Ba,1.9,K,0.1,Pb,0.85,Bi,0.15,,,,,,,,,,,O,4.0,,Ba1.9K0.1Pb0.85Bi0.15O4.0
5135,Ba1.7K0.3Pb0.9Bi0.1O4,"(Ba,K)2(Pb,Bi)O4",T,11.0,,,,PR0478008,Ba,1.7,K,0.3,Pb,0.9,Bi,0.1,,,,,,,,,,,O,4.0,,Ba1.7K0.3Pb0.9Bi0.1O4.0
5137,Nd1.85Ce0.15Cu1O4+z,"(Nd,Ce)2CuO4",T',24.0,,,,PR0478151,Nd,1.85,Ce,0.15,Cu,1.0,,,,,,,,,,,,,O,4.0,,Nd1.85Ce0.15Cu1.0O4.0
5138,Tl2Ba2Cu1O6,Tl2Ba2CuO6,Tl2201,86.0,,,,PR0478324,Tl,2.0,Ba,2.0,Cu,1.0,,,,,,,,,,,,,O,6.0,,Tl2.0Ba2.0Cu1.0O6.0
5139,Pb2Sr2Y0.67Ca0.33Cu3O8+z,"Pb2Sr2(Y,Ca)Cu3O8",Pb3212,80.0,,,,PR0478212,Pb,2.0,Sr,2.0,Y,0.67,Ca,0.33,Cu,3.0,,,,,,,,,O,8.0,,Pb2.0Sr2.0Y0.67Ca0.33Cu3.0O8.0
5140,Hg1Ba2Ca2Cu3O8.41,HgBa2Ca2Cu3O8,Hg1223,133.0,3.85,,15.784,PHC2170265,Hg,1.0,Ba,2.0,Ca,2.0,Cu,3.0,,,,,,,,,,,O,8.41,8.41,Hg1.0Ba2.0Ca2.0Cu3.0O8.41
5141,Hg1Ba2Ca1Cu2O6.22,HgBa2CaCu2O6,Hg1212,127.0,6.858,,12.68,PHC2170253,Hg,1.0,Ba,2.0,Ca,1.0,Cu,2.0,,,,,,,,,,,O,6.22,6.22,Hg1.0Ba2.0Ca1.0Cu2.0O6.22
5142,Y0.9Ca0.1Ba2Cu4O8,"(Y,Ca)Ba2Cu4O8",Y124,83.5,3.846,3.8689999999999998,27.25,PHC2170294,Y,0.9,Ca,0.1,Ba,2.0,Cu,4.0,,,,,,,,,,,O,8.0,,Y0.9Ca0.1Ba2.0Cu4.0O8.0
5143,Sr1.5Bi0.5Y1.15Ce0.85Cu2O8-z,"(Sr,Bi)2(Y,Ce)2Cu2O8",T*,32.0,3.822,,12.659,PHC2170342,Sr,1.5,Bi,0.5,Y,1.15,Ce,0.85,Cu,2.0,,,,,,,,,O,8.0,,Sr1.5Bi0.5Y1.15Ce0.85Cu2.0O8.0
5146,Er1Ba2Cu3O6.935,ErBa2Cu3O7,Y123,88.0,3.82,3.886,11.671,SSC0880629,Er,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,6.935,6.935,Er1.0Ba2.0Cu3.0O6.935
5147,Er0.95Ca0.05Ba2Cu3O6.935,"(Er,Ca)Ba2Cu3O7",Y123,86.0,3.76,3.8,11.671,SSC0880629,Er,0.95,Ca,0.05,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.935,6.935,Er0.95Ca0.05Ba2.0Cu3.0O6.935
5148,Er0.9Ca0.1Ba2Cu3O6.93,"(Er,Ca)Ba2Cu3O7",Y123,82.5,3.821,3.883,11.663,SSC0880629,Er,0.9,Ca,0.1,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.93,6.93,Er0.9Ca0.1Ba2.0Cu3.0O6.93
5149,Er0.85Ca0.15Ba2Cu3O6.93,"(Er,Ca)Ba2Cu3O7",Y123,79.5,3.827,3.885,11.674000000000001,SSC0880629,Er,0.85,Ca,0.15,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.93,6.93,Er0.85Ca0.15Ba2.0Cu3.0O6.93
5150,Er0.8Ca0.2Ba2Cu3O6.91,"(Er,Ca)Ba2Cu3O7",Y123,76.5,3.8280000000000003,3.992,11.664000000000001,SSC0880629,Er,0.8,Ca,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.91,6.91,Er0.8Ca0.2Ba2.0Cu3.0O6.91
5151,Er0.75Ca0.25Ba2Cu3O6.88,"(Er,Ca)Ba2Cu3O7",Y123,67.5,3.835,3.8819999999999997,11.662,SSC0880629,Er,0.75,Ca,0.25,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.88,6.88,Er0.75Ca0.25Ba2.0Cu3.0O6.88
5152,Er0.7Ca0.3Ba2Cu3O6.83,"(Er,Ca)Ba2Cu3O7",Y123,55.7,3.7910000000000004,3.9410000000000003,11.91,SSC0880629,Er,0.7,Ca,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,6.83,6.83,Er0.7Ca0.3Ba2.0Cu3.0O6.83
5153,Y1Ba2Cu4O8,YBa2Cu4O8,Y124,80.0,3.839,3.8710000000000004,27.259,SUP0060265,Y,1.0,Ba,2.0,Cu,4.0,,,,,,,,,,,,,O,8.0,,Y1.0Ba2.0Cu4.0O8.0
5154,Y0.9Ce0.1Ba2Cu4O8,"(Y,Ce)Ba2Cu4O8",Y124,55.0,3.8289999999999997,3.86,27.151999999999997,SUP0060265,Y,0.9,Ce,0.1,Ba,2.0,Cu,4.0,,,,,,,,,,,O,8.0,,Y0.9Ce0.1Ba2.0Cu4.0O8.0
5155,Y1Ba2.2Cu4O8,YBa2Cu4O8,Y124,80.0,3.845,3.8689999999999998,27.265,SUP0060265,Y,1.0,Ba,2.2,Cu,4.0,,,,,,,,,,,,,O,8.0,,Y1.0Ba2.2Cu4.0O8.0
5162,Nd1Ba2Cu3O7,NdBa2Cu3O7,Y123,92.2,,,,PR04915993,Nd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Nd1.0Ba2.0Cu3.0O7.0
5163,Nd0.97Pr0.03Ba2Cu3O7,"(Nd,Pr)Ba2Cu3O7",Y123,85.1,,,,PR04915993,Nd,0.97,Pr,0.03,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Nd0.97Pr0.03Ba2.0Cu3.0O7.0
5164,Nd0.92Pr0.08Ba2Cu3O7,"(Nd,Pr)Ba2Cu3O7",Y123,68.2,,,,PR04915993,Nd,0.92,Pr,0.08,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Nd0.92Pr0.08Ba2.0Cu3.0O7.0
5165,Nd0.85Pr0.15Ba2Cu3O7,"(Nd,Pr)Ba2Cu3O7",Y123,40.7,,,,PR04915993,Nd,0.85,Pr,0.15,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Nd0.85Pr0.15Ba2.0Cu3.0O7.0
5166,Nd0.8Pr0.2Ba2Cu3O7,"(Nd,Pr)Ba2Cu3O7",Y123,31.4,,,,PR04915993,Nd,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Nd0.8Pr0.2Ba2.0Cu3.0O7.0
5174,Gd1Ba2Cu3O7,GdBa2Cu3O7,Y123,96.2,,,,PR04915993,Gd,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Gd1.0Ba2.0Cu3.0O7.0
5175,Gd0.97Pr0.03Ba2Cu3O7,"(Gd,Pr)Ba2Cu3O7",Y123,93.1,,,,PR04915993,Gd,0.97,Pr,0.03,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Gd0.97Pr0.03Ba2.0Cu3.0O7.0
5176,Gd0.922Pr0.078Ba2Cu3O7,"(Gd,Pr)Ba2Cu3O7",Y123,84.0,,,,PR04915993,Gd,0.922,Pr,0.078,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Gd0.922Pr0.078Ba2.0Cu3.0O7.0
5177,Gd0.85Pr0.15Ba2Cu3O7,"(Gd,Pr)Ba2Cu3O7",Y123,67.9,,,,PR04915993,Gd,0.85,Pr,0.15,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Gd0.85Pr0.15Ba2.0Cu3.0O7.0
5178,Gd0.8Pr0.2Ba2Cu3O7,"(Gd,Pr)Ba2Cu3O7",Y123,57.7,,,,PR04915993,Gd,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Gd0.8Pr0.2Ba2.0Cu3.0O7.0
5179,Gd0.7Pr0.3Ba2Cu3O7,"(Gd,Pr)Ba2Cu3O7",Y123,39.6,,,,PR04915993,Gd,0.7,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Gd0.7Pr0.3Ba2.0Cu3.0O7.0
5180,Gd0.6Pr0.4Ba2Cu3O7,"(Gd,Pr)Ba2Cu3O7",Y123,20.9,,,,PR04915993,Gd,0.6,Pr,0.4,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Gd0.6Pr0.4Ba2.0Cu3.0O7.0
5186,Er1Ba2Cu3O7,ErBa2Cu3O7,Y123,93.6,,,,PR04915993,Er,1.0,Ba,2.0,Cu,3.0,,,,,,,,,,,,,O,7.0,,Er1.0Ba2.0Cu3.0O7.0
5187,Er0.97Pr0.03Ba2Cu3O7,"(Er,Pr)Ba2Cu3O7",Y123,93.9,,,,PR04915993,Er,0.97,Pr,0.03,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Er0.97Pr0.03Ba2.0Cu3.0O7.0
5188,Er0.924Pr0.076Ba2Cu3O7,"(Er,Pr)Ba2Cu3O7",Y123,91.1,,,,PR04915993,Er,0.924,Pr,0.076,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Er0.924Pr0.076Ba2.0Cu3.0O7.0
5189,Er0.85Pr0.15Ba2Cu3O7,"(Er,Pr)Ba2Cu3O7",Y123,82.9,,,,PR04915993,Er,0.85,Pr,0.15,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Er0.85Pr0.15Ba2.0Cu3.0O7.0
5190,Er0.8Pr0.2Ba2Cu3O7,"(Er,Pr)Ba2Cu3O7",Y123,76.4,,,,PR04915993,Er,0.8,Pr,0.2,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Er0.8Pr0.2Ba2.0Cu3.0O7.0
5191,Er0.7Pr0.3Ba2Cu3O7,"(Er,Pr)Ba2Cu3O7",Y123,61.1,,,,PR04915993,Er,0.7,Pr,0.3,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Er0.7Pr0.3Ba2.0Cu3.0O7.0
5192,Er0.6Pr0.4Ba2Cu3O7,"(Er,Pr)Ba2Cu3O7",Y123,45.8,,,,PR04915993,Er,0.6,Pr,0.4,Ba,2.0,Cu,3.0,,,,,,,,,,,O,7.0,,Er0.6Pr0.4Ba2.0Cu3.0O7.0
