num :,element :,str3 :,tc :,refno :
109232,Nb0.51Mo0.49C1,NaCl,12.22,JET0410115
109233,Nb0.3Mo0.7C1,NaCl,12.1,JET0410115
109234,Nb0.15Mo0.85C1,NaCl,11.673,JET0410115
109235,Ga20Nb80,Cr3Si(A15),15.4,PSS0620413
109236,Nb80Ga19Co1,Cr3Si(A15),13.7,PSS0620413
109237,Nb80Ga18Co2,Cr3Si(A15),12.2,PSS0620413
109238,Nb80Ga17Co3,Cr3Si(A15),11.0,PSS0620413
109243,Ga20Nb80,Cr3Si(A15),18.2,LB78SOS1
109250,Ga20Nb80,Cr3Si(A15),15.2,PSS0570337
109251,Nb80Ga19Mn1,Cr3Si(A15),11.2,PSS0570337
109256,Ga22Nb78,Cr3Si(A15),15.6,PSS0570337
109257,Nb78Ga21Mn1,Cr3Si(A15),11.2,PSS0570337
109262,Al1Nb3,Cr3Si(A15),17.5,JET0380525
109263,Nb3Al0.9Ge0.1,Cr3Si(A15),18.4,JET0380525
109264,Nb3.05Al0.7125Ge0.19,Cr3Si(A15),17.9,JET0380525
109265,Nb3.07Al0.5859Ge0.279,Cr3Si(A15),17.4,JET0380525
109266,Nb3.2Al0.24Ge0.4,Cr3Si(A15),10.2,JET0380525
109268,Nb2.96Al0.7592Ge0.3224,Cr3Si(A15),19.8,JET0380525
109269,Al1Nb3,Cr3Si(A15),17.11,JET0380525
109271,Al1Nb3,Cr3Si(A15),18.8,PSS0770759
109272,Nb3Al0.9Ge0.1,Cr3Si(A15),19.7,PSS0770759
109273,Nb3Al0.83Ge0.17,Cr3Si(A15),19.6,PSS0770759
109274,Nb3Al0.76Ge0.24,Cr3Si(A15),20.4,PSS0770759
109275,Nb3Al0.71Ge0.29,Cr3Si(A15),20.7,PSS0770759
109276,Nb3Al0.66Ge0.34,Cr3Si(A15),20.4,PSS0770759
109277,Nb3Al0.5Ge0.5,Cr3Si(A15),15.9,PSS0770759
109287,Nb80Ga17.5Cr2.5,Cr3Si(A15),12.5,PSS0630693
109288,Lu1Ni2B2C1,LuNi2B2C,16.6,PRL0860320
109289,Er1Ni2B2C1,LuNi2B2C,10.5,PRL0860320
109294,Na2Cs1C60,fullerene,10.5,NAT3620433
109295,N4H12Na2Cs1C60,fullerene,29.6,NAT3620433
109306,N0.75H2.25Na1K2C60,fullerene,11.8,EPL0530762
109308,N0.74H2.22Na1Rb2C60,fullerene,17.0,PR05415653
109309,N0.86H2.58Na1Rb2C60,fullerene,12.0,PR05415653
109311,N0.84H2.52Na1K2C60,fullerene,13.0,PR05415653
109312,N0.87H2.61Na1K2C60,fullerene,11.0,PR05415653
109319,B2Mg1,AlB2,38.8,MAT0103169
109320,Mg1B1.8C0.2,AlB2,41.0,MAT0103169
109321,B2Mg1,AlB2,37.4,MAT0103077
109322,Mg0.9Li0.1B2,AlB2,37.4,MAT0103077
109323,Mg0.7Li0.3B2,AlB2,32.1,MAT0103077
109325,B2Mg1,AlB2,39.2,PRL0861877
109326,B2Mg1,AlB2,40.2,PRL0861877
109327,B2Mg1,AlB2,39.4,MAT0102289
109328,B2Mg1,AlB2,39.2,MAT0104303
109329,B2Mg1,AlB2,40.25,MAT0104242
109330,B2Mg1,AlB2,40.23,MAT0104242
109331,B2Mg1,AlB2,40.21,MAT0104242
109332,B2Mg1,AlB2,38.7,MAT0104206
109335,Y1Ni2B2C1,LuNi2B2C,16.01,P063104508
109336,Y0.9Lu0.1Ni2B2C1,LuNi2B2C,15.56,P063104508
109337,Y0.5Lu0.5Ni2B2C1,LuNi2B2C,14.9,P063104508
109338,Y0.2Lu0.8Ni2B2C1,LuNi2B2C,14.68,P063104508
109339,Lu1Ni2B2C1,LuNi2B2C,15.45,P063104508
109340,La3Ni2B2N3,,11.73,P063104508
109341,Y1Ni2B2C1,LuNi2B2C,15.41,P063144528
109342,Y0.95Tb0.05Ni2B2C1,LuNi2B2C,14.42,P063144528
109343,Y0.9Tb0.1Ni2B2C1,LuNi2B2C,13.48,P063144528
109344,Y0.85Tb0.15Ni2B2C1,LuNi2B2C,12.54,P063144528
109345,Y0.8Tb0.2Ni2B2C1,LuNi2B2C,11.43,P063144528
109346,Y0.75Tb0.25Ni2B2C1,LuNi2B2C,10.02,P063144528
109353,Lu1Ni2B2C1,LuNi2B2C,16.2,P063134519
109357,B2Mg1,AlB2,39.0,NAT4100063
109359,B2Mg1,AlB2,40.2,PRL0862420
109390,B2Mg1,AlB2,39.5,MAT0102413
109403,B2Mg1,AlB2,39.5,PRL0864915
109404,B2Mg1,AlB2,39.0,PRL0864374
109409,B2Mg1,AlB2,38.6,MAT0105271
109414,B2Mg1,AlB2,38.7,MAT0105429
109415,Y1Ni2B2C1,LuNi2B2C,14.25,PR05216165
109416,Lu1Ni2B2C1,LuNi2B2C,16.1,PR05216165
109418,La1Pt1.5Au0.5B2C1,LuNi2B2C,10.65,PR05216165
109420,B2Mg1,AlB2,39.0,MAT0102167
109422,B2Mg1,AlB2,37.5,PRL0865582
109423,B2Mg1,AlB2,39.0,P063220504
109424,B2Mg1,AlB2,38.5,P064012507
109425,B2Mg1,AlB2,38.2,P063220505
109455,B2Mg1,AlB2,39.0,NAT4100343
109456,Mg0.9Al0.1B2,AlB2,36.0,NAT4100343
109457,Mg0.8Al0.2B2,AlB2,36.0,NAT4100343
109459,B2Mg1,AlB2,39.0,P063224522
109460,B2Mg1,AlB2,39.0,P063220508
109467,Na2Cs1C60,fullerene,10.5,ASD0010151
109468,Na2Cs1C60,fullerene,14.0,ASD0010151
109469,C60K3,fullerene,19.3,ASD0010151
109470,K2Rb1C60,fullerene,21.8,ASD0010151
109471,Rb2K1C60,fullerene,24.4,ASD0010151
109472,Rb2K1C60,fullerene,26.4,ASD0010151
109473,C60Rb3,fullerene,29.4,ASD0010151
109474,Rb2Cs1C60,fullerene,31.3,ASD0010151
109475,C60Rb3,fullerene,29.6,PRL0681228
109476,C60K3,fullerene,19.3,PRL0681228
109477,Na2Cs1C60,,12.0,PR05003466
109478,C60Rb3,fullerene,29.5,PR05003466
109489,Mg0.7Be0.3B2,AlB2,39.0,PHC3530011
109491,C60Rb3,fullerene,28.6,PLA1640355
109492,C60K3,fullerene,20.0,PLA1640355
109493,C60K3,fullerene,18.0,PR0465880
109494,C60Rb3,fullerene,30.0,PR0465880
109495,C60K3,fullerene,18.7,PR0465876
109496,Na3N1C60,fullerene,14.7,SSC0870375
109498,C60Rb3,fullerene,30.0,PHC2280175
109499,C60Cs3,fullerene,18.0,SSC0930327
109501,C60K3,fullerene,19.5,PR04614936
109502,C60Rb3,fullerene,28.4,PR04614936
109539,Ca1Si2,AlB2,14.0,PR06103800
109552,B2Mg1,AlB2,39.0,P064060506
109554,B2Mg1,AlB2,39.0,MAT0106166
109555,B2Mg1,AlB2,39.0,MAT0108107
109556,B2Mg1,AlB2,39.5,MAT0106585
109557,B2Mg1,AlB2,37.3,MAT0105475
109559,B2Mg1,AlB2,37.5,MAT0107205
109560,B2Mg1,AlB2,37.5,P064094514
109561,B2Mg1,AlB2,39.0,P064094522
109568,Lu1Ni2B2C1,LuNi2B2C,14.2,P064100505
109570,B2Mg1,AlB2,39.6,P064132509
109571,B2Mg1,AlB2,38.3,P064134513
109572,Mg1B1.98C0.02,AlB2,37.2,P064134513
109573,Mg1B1.96C0.04,AlB2,36.1,P064134513
109574,Mg1B1.94C0.06,AlB2,34.8,P064134513
109575,Mg1B1.9C0.1,AlB2,34.0,P064134513
109577,B2Mg1,AlB2,40.0,NAT4110457
109578,B2Mg1,AlB2,40.0,NAT4110457
109579,B2Mg1,AlB2,37.5,NAT4110561
109580,B2Mg1,AlB2,39.0,EPJ0210159
109582,B2Mg1,AlB2,38.0,NAT4100343
109583,Mg0.97Al0.03B2,AlB2,37.3,NAT4100343
109584,Mg0.94Al0.06B2,AlB2,37.0,NAT4100343
109585,Mg0.9Al0.1B2,AlB2,36.0,NAT4100343
109586,Mg0.86Al0.14B2,AlB2,35.1,NAT4100343
109587,Mg0.82Al0.18B2,AlB2,33.5,NAT4100343
109588,Mg0.8Al0.2B2,AlB2,33.0,NAT4100343
109589,Mg0.75Al0.25B2,AlB2,32.4,NAT4100343
109590,Mg0.7Al0.3B2,AlB2,27.1,NAT4100343
109591,Mg0.6Al0.4B2,AlB2,12.2,NAT4100343
109592,B2Mg1,AlB2,38.0,JPS0701889
109593,Mg0.99Mn0.01B2,AlB2,36.2,JPS0701889
109594,Mg0.98Mn0.02B2,AlB2,34.5,JPS0701889
109595,Mg0.97Mn0.03B2,AlB2,33.3,JPS0701889
109596,Mg0.96Mn0.04B2,AlB2,32.3,JPS0701889
109597,Mg0.95Mn0.05B2,AlB2,30.0,JPS0701889
109599,B2Mg1,AlB2,38.6,SCI2920075
109603,B2Mg1,AlB2,39.0,JET0730570
109605,C60Rb3,fullerene,29.6,SCI2550833
109606,C60K3,fullerene,19.3,SCI2550833
109613,Rb1Cs2C60,fullerene,33.0,NAT3560419
109614,Rb2Cs1C60,fullerene,31.0,NAT3560419
109615,C60Rb3,fullerene,29.0,NAT3560419
109616,K1Rb2C60,fullerene,27.0,NAT3560419
109617,K2Cs1C60,fullerene,24.0,NAT3560419
109618,K2Rb1C60,fullerene,23.0,NAT3560419
109619,C60K3,fullerene,19.0,NAT3560419
109626,Na2Cs1C60,fullerene,12.0,NAT3560419
109627,Li2Cs1C60,fullerene,12.0,NAT3560419
109630,C60Rb3,fullerene,29.6,SCI2590655
109631,C60K3,fullerene,19.2,AMC1143141
109632,Na2Cs1C60,fullerene,11.7,SSC0930269
109637,C60K3,fullerene,19.6,SYN0563027
109638,C60Rb3,fullerene,28.0,SYN0562845
109639,Na2Cs1C60,fullerene,11.0,SYN0562845
109640,C60Rb3,fullerene,30.5,SYN0770201
109641,C60K3,fullerene,19.3,NAT3520605
109642,C60K3,fullerene,20.3,NAT3690541
109643,C60Rb3,fullerene,30.5,NAT3690541
109644,C60Rb3,fullerene,30.5,NAT3550620
109645,C60Rb3,fullerene,29.4,PRL0681912
109646,C60K3,fullerene,19.4,PRL0681912
109647,C60K3,fullerene,19.0,PRL0692987
109648,C60Rb3,fullerene,29.0,PRL0692987
109649,C60Rb3,fullerene,30.0,PRL0681058
109650,C60Rb3,fullerene,29.4,PRL0703987
109651,C60K3,fullerene,17.1,JPS0631670
109652,Na2Cs1C60,fullerene,11.6,PRL0770167
109656,K2.75Ba0.25C60,fullerene,15.0,PRL0770167
109657,B2Mg1,AlB2,39.4,P064180501
109658,B2Mg1,AlB2,38.0,P064172501
109660,B2Mg1,AlB2,38.5,PHC3630219
109661,Mg0.97Na0.03B2,AlB2,38.0,PHC3630219
109662,Mg0.93Na0.07B2,AlB2,38.0,PHC3630219
109663,Mg0.85Na0.15B2,AlB2,38.0,PHC3630219
109664,Mg0.8Na0.2B2,AlB2,38.0,PHC3630219
109665,Mg0.93Li0.07B2,AlB2,37.8,PHC3630219
109666,Mg0.85Li0.15B2,AlB2,37.5,PHC3630219
109667,B2Mg1,AlB2,38.5,PHC3630001
109668,B2Mg1,AlB2,37.8,PHC3610091
109669,Mg0.9Li0.1B2,AlB2,37.8,PHC3610091
109670,Mg0.85Li0.15B2,AlB2,35.7,PHC3610091
109671,Mg0.8Li0.2B2,AlB2,34.0,PHC3610091
109672,Mg0.75Li0.25B2,AlB2,33.7,PHC3610091
109673,Mg0.7Li0.3B2,AlB2,31.0,PHC3610091
109674,Y1Ni2B2C1,LuNi2B2C,16.18,PHC3630041
109675,Y1Ni1.98Mn0.02B2C1,LuNi2B2C,15.48,PHC3630041
109676,Y1Ni1.9Mn0.1B2C1,LuNi2B2C,12.7,PHC3630041
109679,B2Mg1,AlB2,38.7,PHC3630006
109681,Sc1Ni2B2C1,LuNi2B2C,16.0,PHC3610095
109682,B2Mg1,AlB2,39.1,PHC3610227
109683,Sc1Ni2B2C1,LuNi2B2C,16.5,PR05000351
109684,Rb1Cs2C60,fullerene,33.0,PR05204432
109686,C60Rb3,fullerene,29.8,PRL0681058
109687,C60K3,fullerene,12.8,PRL0681054
109688,C60Rb3,fullerene,28.0,JJP0310166
109689,C60Rb3,fullerene,12.5,JJP0310166
109691,C60Cs3,fullerene,29.5,NAT3520223
109692,Cs2Rb1C60,fullerene,33.0,NAT3520222
109693,Cs1Rb2C60,fullerene,31.0,NAT3520222
109694,C60Rb3,fullerene,29.0,NAT3520222
109695,C60Rb2,fullerene,29.0,NAT3520222
109696,C60Rb4,fullerene,29.0,NAT3520222
109697,C60K3,fullerene,19.3,PRL0670271
109698,C60K3,fullerene,13.0,NAT3500600
109699,C60K3,fullerene,18.0,NAT3500600
109700,C60Rb3,fullerene,28.6,PLA1640355
109701,C60K3,fullerene,20.0,PLA1640355
109702,C60K3,fullerene,18.0,PR0465880
109703,C60Rb3,fullerene,30.0,PR0465880
109704,C60K3,fullerene,18.7,PR0465876
109705,C60K3,fullerene,19.5,PR04614936
109707,Na3.5N0.5C60,fullerene,14.7,SSC0870375
109712,C60K3,fullerene,17.8,PHC2280181
109713,C60Rb3,fullerene,29.5,PHC2280181
109714,C60Rb3,fullerene,30.0,PHC2280175
109717,Cs3C60,fullerene,40.0,SSC0930327
109723,Na2Cs1C60,,11.7,SSC0930269
109726,C60K3,fullerene,19.3,PR05215517
109727,C60Rb3,fullerene,30.0,PR05215517
109728,C60Rb3,fullerene,27.5,EPL0170175
109731,C60Rb3,fullerene,28.5,MPL0061037
109732,Cs1.2Tl2.4C60,fullerene,29.5,NAT3520223
109733,Cs3Hg3.3C60,fullerene,29.0,NAT3520223
109734,B2Mg1,AlB2,38.2,P064212509
109735,B2Mg1,AlB2,38.2,P064212509
109736,B2Mg1,AlB2,38.2,P064212509
109746,B2Mg1,AlB2,38.6,APL0791154
109747,Mg0.99Ti0.01B2,AlB2,38.6,APL0791154
109748,Mg0.95Ti0.05B2,AlB2,38.5,APL0791154
109749,Mg0.9Ti0.1B2,AlB2,38.3,APL0791154
109750,Mg0.8Ti0.2B2,AlB2,37.8,APL0791154
109751,Mg0.6Ti0.4B2,AlB2,37.5,APL0791154
109752,Mg0.4Ti0.6B2,AlB2,37.6,APL0791154
109755,B2Mg1,AlB2,38.3,APL0791649
109762,La1Ru4As12,skutterudite,10.3,PHB2811021
109768,Zr1Rh1Si1,,10.3,SSC1080967
109770,Zr1Ru1Si1,,12.0,PR05206197
109773,Zr1Ru4P2,,11.0,SSC1040217
109775,Mo1Ni1P1,Fe2P,15.5,IST990101
109776,Mo1Ru1P1,Co2P,15.5,IST990101
109777,Zr1Ru1P1,Fe2P,13.0,IST990101
109778,Zr1Ru1Si1,Fe2P,12.2,IST990101
109780,Zr1Rh1Si1,Co2P,10.5,IST990101
109804,Lu1Ni2B2C1,LuNi2B2C,16.1,PHC2290315
109806,Er1Ni2B2C1,LuNi2B2C,10.4,PHC2290315
109807,Y1Ni2B2C1,LuNi2B2C,15.3,PHC2290315
109809,B2Mg1,AlB2,38.3,JPS0702255
109823,B2Mg1,AlB2,39.0,PHC3660073
109827,Mg1B1.8C0.2,AlB2,32.0,P065052505
109830,B2Mg1,AlB2,38.0,L088047002
109845,B2Mg1,AlB2,38.6,APL0792779
109846,Mg0.9Zr0.1B2,AlB2,37.3,APL0793983
109847,Mg0.8Zr0.2B2,AlB2,37.3,APL0793983
109852,B2Mg1,AlB2,38.6,SSC1210575
109855,B2Mg1,AlB2,38.2,P065094512
109856,B2Mg1,AlB2,38.0,P065100510
109858,C0.9S0.1,,35.0,L087147001
109859,Y1Ni2B2C1,LuNi2B2C,14.25,PR05216165
109860,Lu1Ni2B2C1,LuNi2B2C,16.1,PR05216165
109862,La1Pt1.5Au0.5B2C1,LuNi2B2C,10.65,PR05216165
109864,B2Mg1,AlB2,39.0,P065132517
109865,B2Mg1,AlB2,39.2,P065134508
109866,B2Mg1,AlB2,38.4,P065132505
109867,Mg0.95Al0.05B2,AlB2,36.3,P065132505
109868,Mg0.91Al0.09B2,AlB2,34.7,P065132505
109869,Mg0.81Al0.19B2,AlB2,30.8,P065132505
109870,Mg0.75Al0.25B2,AlB2,28.0,P065132505
109871,Mg0.71Al0.29B2,AlB2,24.0,P065132505
109872,Mg0.6Al0.4B2,,14.6,P065132505
109873,Mg0.5Al0.5B2,,12.9,P065132505
109874,Mg0.4Al0.6B2,,12.0,P065132505
109875,Mg0.31Al0.69B2,,11.1,P065132505
109879,La1Pt2.1B2.4C1.2,LuNi2B2C,10.5,P065132519
109884,B2Mg1,AlB2,38.2,L088087001
109887,Li0.48M0.3Hf1N1Cl1,,25.5,MMM2260330
109894,Li1Hf1N1Cl1,,25.3,PHC3410699
109895,Li1Hf0.7Zr0.3N1Cl1,,22.6,PHC3410699
109896,Li1Hf0.5Zr0.5N1Cl1,,21.0,PHC3410699
109897,Li1Hf0.2Zr0.8N1Cl1,,18.2,PHC3410699
109898,Li1Zr1N1Cl1,,14.4,PHC3410699
109899,Li1Zr1N1Cl0.75Br0.25,,14.4,PHC3410699
109900,Li1Zr1N1Cl0.525Br0.475,,14.3,PHC3410699
109901,Li1Zr1N1Cl0.255Br0.745,,14.1,PHC3410699
109902,Li1Zr1N1Br1,,14.1,PHC3410699
109903,Li1Hf1N1Cl0.75Br0.25,,23.6,PHC3410699
109904,Li1Hf1N1Cl0.525Br0.475,,22.7,PHC3410699
109905,Li1Hf0.45Zr0.55N1Br1,,19.0,PHC3410699
109906,Li1Hf0.22Zr0.78N1Br1,,16.0,PHC3410699
109907,Li1Hf1N1Br1,,24.1,PHC3410699
109908,Li1Hf1N1I1,,22.2,PHC3410699
109909,Li1Zr1N1I1,,14.2,PHC3410699
109910,Na0.28Hf1N1Cl1,,23.0,PHC3410699
109911,B2Mg1,AlB2,38.0,PHC3680251
109914,Y1Ni2B2C1,LuNi2B2C,15.6,PHC3640571
109920,Y0.95Pr0.05Ni2B2C1,LuNi2B2C,14.0,PHC3640571
109921,Y0.85Pr0.15Ni2B2C1,LuNi2B2C,12.0,PHC3640571
109923,B2Mg1,AlB2,39.3,PHC3690250
109924,B2Mg1,AlB2,38.0,PHC3700006
109925,B2Mg1,AlB2,38.0,PHC3700006
109926,B2Mg1,AlB2,37.5,PHC3700039
109927,Mg0.99Co0.01B2,AlB2,35.5,PHC3700039
109928,Mg0.9Co0.1B2,AlB2,34.5,PHC3700039
109929,Mg0.75Co0.25B2,AlB2,34.0,PHC3700039
109930,Mg0.5Co0.5B2,,31.5,PHC3700039
109931,Mg0.99Sn0.01B2,,33.5,PHC3700039
109935,B2Mg1,AlB2,38.5,P065140501
109936,B2Mg1,AlB2,38.6,SSC1210575
109947,Y0.75Dy0.25Ni2B2C1,LuNi2B2C,12.0,MMM2420829
109948,Y0.65Dy0.35Ni2B2C1,LuNi2B2C,10.6,MMM2420829
109958,B2Mg1,AlB2,38.3,P065172503
109959,Mg1B1.8Be0.2,AlB2,36.0,P065172503
109960,Mg1B1.7Be0.3,AlB2,32.9,P065172503
109961,Mg1B1.6Be0.4,AlB2,20.9,P065172503
109963,B2Mg1,AlB2,36.6,P065180505
109966,Mg0.99Al0.01B2,AlB2,37.9,P065184514
110000,Y1Ni2B2C1,LuNi2B2C,15.2,PHC2560090
110001,Y1Ni2B2C1,LuNi2B2C,15.0,PR05215086
110100,Y1Rh4B4,RT4B4,11.3,BOOK1982
110109,Lu1Rh4B4,RT4B4,11.7,BOOK1982
110220,Zr1Ru1P1,Fe2P,12.34,BOOK1982
110221,Hf1Ru1P1,Fe2P,12.7,BOOK1982
110311,Pb1Mo6S8,Chevrel,13.5,MRB0101169
110312,Pb1Mo6S7.9Se0.1,Chevrel,12.7,MRB0101169
110313,Pb1Mo6S7.5Se0.5,Chevrel,10.6,MRB0101169
110322,Pb0.9Yb0.1Mo6Se8,Chevrel,12.3,MRB0101169
110323,Pb0.8Yb0.2Mo6Se8,Chevrel,12.2,MRB0101169
110324,Pb0.7Yb0.3Mo6Se8,Chevrel,10.2,MRB0101169
110354,La1Mo6Se8,Chevrel,11.3,PLA0570345
110355,La1Mo6Se8,Chevrel,10.8,JPH0390257
110359,Sn1Mo6S8,Chevrel,13.4,PLA0490269
110360,Sn1Mo6S8,Chevrel,11.8,JPH0390257
110361,Sn1Mo6S8,Chevrel,11.7,CRY2570001
110362,Pb1Mo6S8,Chevrel,14.4,PLA0490269
110363,Pb1Mo6S8,Chevrel,12.6,DF1976
110364,Pb1Mo6S8,Chevrel,13.3,JPS0482157
111024,B2Mg1,AlB2,38.1,P066014504
111025,B2Mg1,AlB2,38.3,P066014505
111028,Y2C2Br0.5I1.5,,11.6,JAP0837321
111040,V2Hf0.84Nb0.16,MgCu2(Laves),10.67,JPF0152333
111042,V2Hf0.87Ta0.13,MgCu2(Laves),10.45,JPF0152333
111044,Y2I1.75Br0.25C2,,10.35,AAC6220123
111045,Y2I1.6Br0.4C2,,11.2,AAC6220123
111046,Y2I1.5Br0.5C2,,11.1,AAC6220123
111047,Y2I1.4Br0.6C2,,10.5,AAC6220123
111048,Y2I1.3Br0.7C2,,10.5,AAC6220123
111049,Y2I1.25Br0.75C2,,10.05,AAC6220123
111059,Y2I1.75Cl0.25C2,,10.7,AAC6220123
111088,B2Mg1,AlB2,39.8,JP01403663
111090,B2Mg1,AlB2,39.0,PHC3770190
111114,Mo0.7Re0.3,,10.5,LOW0640395
111115,Mo0.65Re0.35,Cr3Si(A15),10.2,LOW0640395
111117,Mo0.62Re0.38,Cr3Si(A15),11.5,LOW0640395
111123,B2Mg1,AlB2,38.0,PHC3770202
111137,B2Mg1,AlB2,39.0,P066104521
111138,B2Mg1,AlB2,36.0,P066104521
111141,B2Mg1,AlB2,38.4,JAP0922614
111142,Mg0.95Zr0.05B2,AlB2,37.7,JAP0922614
111143,Mg0.9Zr0.1B2,AlB2,37.3,JAP0922614
111144,Mg0.8Zr0.2B2,AlB2,37.3,JAP0922614
111149,S1,,12.0,JP01011179
111151,C60K3,fullerene,19.4,PHC3570099
111152,N0.8H2.4Na1Rb2C60,fullerene,15.2,PHC3570099
111153,N0.9H2.7Na1Rb2C60,fullerene,12.1,PHC3570099
111157,B2Mg1,AlB2,31.0,APL0813603
111184,Lu1Ni2B2C1,LuNi2B2C,15.8,PRL0784273
111185,Y1Ni2B2C1,LuNi2B2C,15.6,PRL0780547
111186,Lu1Ni2B2C1,LuNi2B2C,16.6,PRL0780547
111200,B2Mg1,AlB2,38.0,P066180502
111202,Y1Ni2B2C1,LuNi2B2C,15.4,P066184511
111203,Y1Ni1.9Pt0.1B2C1,LuNi2B2C,13.7,P066184511
111204,Y1Ni1.6Pt0.4B2C1,LuNi2B2C,12.1,P066184511
111208,Y1Ni2B2C1,LuNi2B2C,11.3,PHC3210093
111214,Y1Ni2B2C1,LuNi2B2C,11.0,PHC3210093
111237,Lu1Ni2B2C1,LuNi2B2C,15.96,PRL0770163
111238,Lu0.772Dy0.228Ni2B2C1,LuNi2B2C,11.77,PRL0770163
111247,Tm1Ni2B2C1,LuNi2B2C,10.8,PR05203676
111248,Tm1Ni2B2C1,LuNi2B2C,10.8,PR05203676
111249,Er1Ni2B2C1,LuNi2B2C,10.5,PR05203684
111250,Er1Ni2B2C1,LuNi2B2C,10.5,PR05203684
111271,Y1Ni2B2C1,LuNi2B2C,15.6,PHC3830421
111272,Y0.95Gd0.05Ni2B2C1,LuNi2B2C,14.0,PHC3830421
111273,Y0.9Gd0.1Ni2B2C1,LuNi2B2C,12.3,PHC3830421
111274,Y0.85Gd0.15Ni2B2C1,LuNi2B2C,10.6,PHC3830421
111285,Y1Ni2B2C1,LuNi2B2C,15.5,PHC2330367
111286,Y1Ni2B2C1,LuNi2B2C,15.5,PHC2270321
111287,Y1Ni2B2C1,LuNi2B2C,15.5,PSS1890489
111288,Y0.95Gd0.05Ni2B2C1,LuNi2B2C,13.0,PSS1890489
111289,Y0.9Gd0.1Ni2B2C1,LuNi2B2C,11.2,PSS1890489
111297,Mg1B1.6C0.4,AlB2,22.0,PHC3840227
111298,B2Mg1,AlB2,39.3,L087137005
111299,B2Mg1,AlB2,38.7,L087047001
111304,Li1,,17.0,SCI2981213
111305,Li1,,20.0,NAT4190597
111306,Pu1Co1Ga5,HoCoGa5,18.5,NAT4200297
111307,Nb1C0.2N0.64,,16.3,PCS0280333
111308,Nb1C0.2N0.7,,17.2,PCS0280333
111309,Nb1C0.2N0.74,,17.5,PCS0280333
111310,Nb1C0.3N0.57,,16.4,PCS0280333
111311,Nb1C0.3N0.62,,17.3,PCS0280333
111312,Nb1C0.3N0.64,,17.8,PCS0280333
111313,Nb1C0.3N0.7,,17.7,PCS0280333
111314,Nb1C0.5N0.36,,15.6,PCS0280333
111315,Nb1C0.5N0.42,,17.0,PCS0280333
111316,Nb1C0.5N0.47,,17.4,PCS0280333
111317,Nb1C0.5N0.5,,17.9,PCS0280333
111318,B2Mg1,AlB2,37.0,SSC1230001
111319,Mg1B1.96F0.04,AlB2,30.0,SSC1230001
111320,Mg1B1.92F0.08,AlB2,21.0,SSC1230001
111321,Mg1B1.84F0.16,AlB2,16.0,SSC1230001
111322,B2Mg1,AlB2,38.6,SSC1210575
111323,Nb1C0.2N0.8,,17.6,PCS0280333
111324,B2Mg1,AlB2,38.14,SSC1210497
111330,N0.72H2.16Na1K3C60,fullerene,12.0,P067024519
111334,K3N1H3C60,fullerene,28.0,PR05200483
111337,Li1,,14.0,NAT3900382
111340,B2Mg1,AlB2,39.2,P067094504
111344,B2Mg1,AlB2,38.9,P067064505
111345,B2Mg1,AlB2,38.7,P067064505
111346,B2Mg1,AlB2,39.0,JAP0917125
111347,Mg1B1.8C0.2,AlB2,37.0,JAP0917125
111348,Mg1B1.6C0.4,AlB2,34.0,JAP0917125
111355,B2Mg1,AlB2,37.6,JAP0917122
111356,Mg0.9Al0.1B2,AlB2,36.1,JAP0917122
111357,Mg0.8Al0.2B2,AlB2,29.6,JAP0917122
111358,Mg0.7Al0.3B2,AlB2,22.1,JAP0917122
111359,Mg0.6Al0.4B2,AlB2,12.2,JAP0917122
111361,Y1Ni1.24Pd0.76B2C1,LuNi2B2C,10.4,MLT0570059
111362,Y1Ni1.34Pd0.66B2C1,LuNi2B2C,10.4,MLT0570059
111364,Y1Ni1.46Pd0.54B2C1,LuNi2B2C,10.1,MLT0570059
111365,Y1Ni1.54Pd0.46B2C1,LuNi2B2C,10.3,MLT0570059
111366,Y1Ni1.7Pd0.3B2C1,LuNi2B2C,10.7,MLT0570059
111367,Y1Ni1.82Pd0.18B2C1,LuNi2B2C,11.8,MLT0570059
111368,Y1Ni2B2C1,LuNi2B2C,15.0,MLT0570059
111369,B2Mg1,AlB2,39.0,PHC3900191
111375,B2Mg1,AlB2,38.3,PHC3660001
111376,B2Mg0.9,AlB2,38.2,PHC3660001
111377,B2Mg0.8,AlB2,38.0,PHC3660001
111378,B2Mg0.7,AlB2,37.2,PHC3660001
111379,B2Mg0.6,AlB2,36.9,PHC3660001
111380,B2Mg0.5,AlB2,36.0,PHC3660001
111381,B2Mg1,AlB2,38.6,SSC1190001
111382,Mg0.95Zn0.05B2,AlB2,38.3,SSC1190001
111383,Mg0.9Zn0.1B2,AlB2,38.4,SSC1190001
111384,Mg0.8Zn0.2B2,AlB2,38.4,SSC1190001
111387,Mg1B1.8C0.2,AlB2,22.0,MAT0301025
111388,B2Mg1,AlB2,38.3,PHC3900185
111389,Mg1B1.95C0.05,AlB2,38.0,PHC3900185
111390,Mg1B1.9C0.1,AlB2,37.3,PHC3900185
111391,Mg1B1.8C0.2,AlB2,36.8,PHC3900185
111392,Mg1B1.7C0.3,AlB2,36.4,PHC3900185
111393,Mg1B1.6C0.4,AlB2,35.8,PHC3900185
111394,B2Mg1,AlB2,39.1,PHC3700211
111395,Mg1B1.98C0.02,AlB2,38.4,PHC3700211
