num :,composition :,str3 :,tc :,lata :,latb :,latc :,refno :,lata ,layers :,cu-o_a :,cu-o_p :
6939,Hg1.0Ba2.0Cu1.0O4.12,Hg1201,71.0,3.8701,,9.5078,PHC2650013,3.8701,One,,1.93505
6940,Hg1.0Ba2.0Cu1.0O4.13,Hg1201,60.0,3.8698,,9.5048,PHC2650013,3.8698,One,,1.9349
6941,Hg1.0Ba2.0Cu1.0O6.932,Hg1201,50.0,3.8676,,9.4989,PHC2650013,3.8676,One,,1.9338
6963,Nd0.9Ca0.1Ba2.0Cu3.0O7.0,RE123,86.0,3.854,3.911,11.723,PR05403580,3.8825,Two,2.2618150509140014,1.927
6964,Gd0.9Ca0.1Ba2.0Cu3.0O7.0,RE123,88.0,3.83,3.889,11.683,PR05403580,3.8595,Two,2.297209018033208,1.915
6965,Ho0.9Ca0.1Ba2.0Cu3.0O7.0,RE123,89.0,3.815,3.878,11.661,PR05403580,3.8465,Two,2.316675699948771,1.9075
6966,Tm0.9Ca0.1Ba2.0Cu3.0O7.0,RE123,86.0,3.798,3.862,11.615,PR05403580,3.83,Two,2.357378762135857,1.899
7052,Hg0.7Cr0.3Sr2.0Cu1.0O4.6,Hg1201,53.0,3.85,,8.715,SUP0090253,3.85,One,,1.925
7111,Hg0.7Cr0.3Sr2.0Cu1.0O4.0,Hg1201,51.0,3.842,,8.725,JP00801743,3.842,One,,1.921
7115,Y0.99Ca0.01Ba2.0Cu4.0O8.0,Y124,79.4,3.823,3.858,27.125,JJP0350974,3.8405,Two,2.2426971548149024,1.9115
7116,Y0.97Ca0.03Ba2.0Cu4.0O8.0,Y124,81.9,3.822,3.855,27.164,JJP0350974,3.8385,Two,2.259195500127739,1.911
7117,Y0.95Ca0.05Ba2.0Cu4.0O8.0,Y124,85.4,3.822,3.853,27.175,JJP0350974,3.8375,Two,2.2638488795749487,1.911
7118,Y0.93Ca0.07Ba2.0Cu4.0O8.0,Y124,83.5,3.82,3.852,27.18,JJP0350974,3.8360000000000003,Two,2.2659640520509527,1.91
7119,Y0.9Ca0.1Ba2.0Cu4.0O8.0,Y123,80.8,3.851,3.854,11.579,JJP0350974,3.8525,Two,2.2012554354563845,1.9255
7120,Tm1.0Ba2.0Cu4.0O8.0,RE124,79.0,3.829,3.859,27.185,JJP0350974,3.844,Two,2.3018924585273495,1.9145
7121,Tm0.99Ca0.01Ba2.0Cu4.0O8.0,RE124,79.2,3.831,3.86,27.186,JJP0350974,3.8455,Two,2.301311586465778,1.9155
7122,Tm0.97Ca0.03Ba2.0Cu4.0O8.0,RE124,81.2,3.829,3.857,27.198,JJP0350974,3.843,Two,2.2943411217269287,1.9145
7123,Tm0.95Ca0.05Ba2.0Cu4.0O8.0,RE124,84.8,3.829,3.857,27.207,JJP0350974,3.843,Two,2.289113273172792,1.9145
7124,Tm0.93Ca0.07Ba2.0Cu4.0O8.0,RE123,83.3,3.833,3.859,11.628,JJP0350974,3.846,Two,2.345875722822115,1.9165
7125,Er1.0Ba2.0Cu4.0O8.0,RE124,78.0,3.836,3.861,27.192,JJP0350974,3.848500000000001,Two,2.2978263540963533,1.918
7126,Er0.99Ca0.01Ba2.0Cu4.0O8.0,RE124,79.3,3.837,3.86,27.196,JJP0350974,3.8485,Two,2.29550286585007,1.9185
7127,Er0.97Ca0.03Ba2.0Cu4.0O8.0,RE124,80.0,3.834,3.86,27.218000000000004,JJP0350974,3.847,Two,2.282723680495512,1.917
7129,Ho1.0Ba2.0Cu4.0O8.0,RE124,76.0,3.836,3.865,27.198,JJP0350974,3.8505,Two,2.2943411217269287,1.918
7130,Ho0.99Ca0.01Ba2.0Cu4.0O8.0,RE124,76.8,3.832,3.86,27.202,JJP0350974,3.846,Two,2.2920176334806452,1.916
7131,Ho0.97Ca0.03Ba2.0Cu4.0O8.0,RE123,77.4,3.828,3.875,11.707,JJP0350974,3.8515,Two,2.275972637761684,1.914
7132,Y1.0Ba2.0Cu4.0O8.0,Y124,79.7,3.843,3.871,27.23,JJP0350974,3.8569999999999998,Two,2.287115776810999,1.9215
7133,Y0.99Ca0.01Ba2.0Cu4.0O8.0,Y124,78.0,3.837,3.869,27.23,JJP0350974,3.853,Two,2.287115776810999,1.9185
7188,Y1.0Ba2.0Cu3.0O6.96,Y123,90.7,3.819,3.886,11.679,JAP0800898,3.8525,Two,2.303668310293357,1.9095
7206,Eu1.0Ba2.0Cu3.0O6.94,RE123,93.6,3.841,3.906,11.712,JAP0800898,3.8735,Two,2.2715483918717836,1.9205
7273,Y1.0Ba2.0Cu3.0O6.94,Y123,93.0,3.821,3.884,11.687,PR05414956,3.8525,Two,2.3118613402803136,1.9105
7307,Bi1.95Sr1.85La0.2Cu1.0O6.0,Bi2201,22.1,3.869288306652788,5.332000000000002,24.514,SST0090297,5.402000000000001,One,,1.934644153326394
7308,Bi1.95Sr1.75La0.3Cu1.0O6.0,Bi2201,31.1,3.8572674913726166,5.334,24.539,SST0090297,5.3945,One,,1.9286337456863083
7309,Bi1.95Sr1.75La0.4Cu1.0O6.0,Bi2201,33.1,3.83605428793702,5.404,24.479,SST0090297,5.4145,One,,1.91802714396851
7310,Bi1.95Sr1.55La0.5Cu1.0O6.0,Bi2201,29.2,3.8445395693112587,5.4179999999999975,24.442,SST0090297,5.4274999999999975,One,,1.9222697846556294
7315,Bi1.95Sr1.65La0.4Cu1.0O6.28,Bi2201,32.6,3.8480751032171914,5.404,24.678,SST0090297,5.422999999999999,One,,1.9240375516085957
7316,Bi1.95Sr1.65La0.4Cu1.0O6.297999999999999,Bi2201,34.0,3.8374685014993934,5.4179999999999975,24.639,SST0090297,5.4224999999999985,One,,1.9187342507496967
7319,Bi1.95Sr1.65La0.4Cu1.0O6.343,Bi2201,26.5,3.8424182489676992,5.4179999999999975,24.599,SST0090297,5.4259999999999975,One,,1.9212091244838496
7321,Bi1.95Sr1.65La0.4Cu1.0O6.36,Bi2201,23.0,3.8336501248809856,5.403,24.571,SST0090297,5.4123,One,,1.9168250624404928
7322,Bi1.95Sr1.65La0.4Cu1.0O6.414,Bi2201,10.4,3.828276113343968,5.407,24.552,SST0090297,5.4105,One,,1.914138056671984
7339,Hg0.8Ti0.2Sr2.0Ca0.7Y0.3Cu2.0O6.0,Hg1212,56.75,3.822,,11.905,SST0090706,3.822,Two,,1.911
7341,Hg0.8Ti0.2Sr2.0Ca0.5Y0.5Cu2.0O6.0,Hg1212,60.55,3.824,,11.901,SST0090706,3.824,Two,,1.912
7342,Hg0.8Ti0.2Sr2.0Ca0.4Y0.6Cu2.0O6.0,Hg1212,55.0,3.828,,11.888,SST0090706,3.828,Two,,1.914
7353,Er0.76Ca0.24Ba2.0Cu2.76Co0.24O6.92,RE123,84.0,3.824,3.824,11.611,SUP0100059,3.824,Two,2.360918158847777,1.912
7354,Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,RE123,81.0,3.76,3.832,11.787,SUP0100059,3.7960000000000003,Two,2.2051847035232726,1.88
7355,Er0.76Ca0.24Ba1.6Sr0.4Cu2.76Co0.24O6.88,RE123,77.0,3.833,3.895,11.61,SUP0100059,3.864,Two,2.361803008025758,1.9165
7356,Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,RE123,64.0,3.84,3.902,11.585,SUP0100059,3.871,Two,2.3839242374752603,1.92
7357,Er0.64Ca0.36Ba1.4Sr0.6Cu2.76Co0.24O6.8,RE123,48.0,3.847,3.846,11.611,SUP0100059,3.8465,Two,2.360918158847777,1.9235
7358,Er0.52Ca0.48Ba1.4Sr0.6Cu2.76Co0.24O6.77,RE123,54.0,3.844,3.832,11.63,SUP0100059,3.838,Two,2.344106024466154,1.922
7416,Ca1.0La1.0Ba1.0Cu3.0O7.0,RE123,69.0,3.869,,11.645,PHC2770265,3.869,Two,2.330833286796453,1.9345
7417,Ca1.0La1.0Ba1.0Cu2.97Fe0.03O7.0,RE123,49.0,3.866,,11.643,PHC2770265,3.866,Two,2.3326029851524126,1.933
7418,Ca1.0La1.0Ba1.0Cu2.94Fe0.06O7.0,RE123,44.0,3.864,,11.64,PHC2770265,3.864,Two,2.335257532686353,1.932
7419,Ca1.0La1.0Ba1.0Cu2.88Fe0.12O7.0,RE123,28.0,3.863,,11.638,PHC2770265,3.863,Two,2.3370272310423137,1.9315
7420,Ca1.0La1.0Ba1.0Cu2.76Fe0.24O7.0,RE123,22.0,3.862,,11.635,PHC2770265,3.862,Two,2.3396817785762543,1.931
7463,Yb0.8Sr0.2Ba2.0Cu3.0O7.0,RE123,68.0,3.813,,11.705,MPL0100573,3.813,Two,2.2777423361176443,1.9065
7477,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,92.4,3.825447686219222,5.412000000000001,30.88,JPM0060399,5.4110000000000005,Two,,1.912723843109611
7478,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,92.1,3.87,,23.226,JPM0060399,3.87,One,,1.935
7479,Tl2.0Ba2.0Ca1.0Cu2.0O8.0,Tl2212,108.7,3.855,,29.32800000000001,JPM0060399,3.855,Two,,1.9275
7511,Bi2.0Sr2.0Ca0.9Ce0.1Cu2.0O8.0,Bi2212,90.0,3.8134268709390504,5.4,30.949,PHC2750279,5.3965,Two,,1.9067134354695252
7512,Bi2.0Sr2.0Ca0.8Ce0.2Cu2.0O8.0,Bi2212,81.0,3.8303974336875295,5.42,30.866,PHC2750279,5.4185000000000025,Two,,1.9151987168437647
7513,Bi2.0Sr2.0Ca0.7Ce0.3Cu2.0O8.0,Bi2212,78.0,3.832518754031087,5.428,30.849,PHC2750279,5.424,Two,,1.9162593770155436
7514,Bi2.0Sr2.0Ca0.6Ce0.4Cu2.0O8.0,Bi2212,71.0,3.8374685014993934,5.436,30.762,PHC2750279,5.4315,Two,,1.9187342507496967
7515,Bi2.0Sr2.0Ca0.5Ce0.5Cu2.0O8.0,Bi2212,60.0,3.843832462530072,5.448,30.693,PHC2750279,5.442,Two,,1.921916231265036
7525,Y1.0Ba2.0Cu3.0O7.0,Y123,92.3,3.817,3.885,11.685,PHC2240263,3.8510000000000004,Two,2.3098130827835752,1.9085
7526,Y1.0Ba2.0Cu3.0O7.0,Y123,91.7,3.817,3.886,11.679,PHC2240263,3.8515,Two,2.303668310293357,1.9085
7527,Y1.0Ba2.0Cu4.0O8.0,Y124,80.1,3.843,3.871,27.242,PHC2240263,3.8569999999999998,Two,2.2921921907534104,1.9215
7530,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,93.7,3.824740579438035,5.4110000000000005,30.9,PHC2240263,5.41,Two,,1.9123702897190176
7531,Bi2.0Sr2.0Ca1.0Cu2.0O8.0,Bi2212,92.4,3.825447686219222,5.412000000000001,30.88,PHC2240263,5.4110000000000005,Two,,1.912723843109611
7532,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,92.1,3.87,,23.226,PHC2240263,3.87,One,,1.935
7533,Tl2.0Ba2.0Cu1.0O6.0,Tl2201,92.1,3.871,,23.224,PHC2240263,3.871,One,,1.9355
7534,Tl2.0Ba2.0Ca1.0Cu2.0O8.0,Tl2212,108.7,3.855,,29.32800000000001,PHC2240263,3.855,Two,,1.9275
7574,Tb1.0Sr2.0Cu2.69Mo0.31O7.0,RE123,34.5,3.827,3.825,11.553,PR05605631,3.826,Two,2.4122394111706247,1.9135
7601,Nd1.0Ba2.0Cu3.0O7.0,RE123,93.4,3.862,3.912,11.748,PR05602824,3.887,Two,2.239693821464499,1.931
7602,Nd0.97Ca0.015Th0.015Ba2.0Cu3.0O7.0,RE123,90.4,3.864,3.911,11.741,PR05602824,3.8875,Two,2.2458877657103598,1.932
7603,Nd0.94Ca0.03Th0.03Ba2.0Cu3.0O7.0,RE123,86.8,3.867,3.912,11.736,PR05602824,3.8895,Two,2.2503120116002595,1.9335
7604,Nd0.9Ca0.05Th0.05Ba2.0Cu3.0O7.0,RE123,81.8,3.868,3.91,11.73,PR05602824,3.889,Two,2.2556211066681406,1.934
7605,Nd0.8Ca0.1Th0.1Ba2.0Cu3.0O7.0,RE123,73.4,3.868,3.91,11.732,PR05602824,3.889,Two,2.2538514083121814,1.934
7632,Lu0.8Ca0.2Ba2.0Cu3.0O6.13,RE123,41.0,3.851,,11.778,PHC2890280,3.851,Two,2.2131483461250943,1.9255
7633,Lu0.7Ca0.3Ba2.0Cu3.0O6.15,RE123,58.0,3.829,,11.728,PHC2890280,3.829,Two,2.2573908050241016,1.9145
7636,Lu0.7Ca0.3Ba2.0Cu3.0O6.4,RE123,68.0,3.852,,11.774,PHC2890280,3.852,Two,2.2166877428370158,1.926
7637,Lu0.8Ca0.2Ba2.0Cu3.0O6.81,RE123,52.0,3.883,3.815,11.66,PHC2890280,3.8489999999999998,Two,2.3175605491267506,1.9415
7638,Lu0.7Ca0.3Ba2.0Cu3.0O6.78,RE123,54.0,3.875,3.814,11.661,PHC2890280,3.8445,Two,2.316675699948771,1.9375
7640,Lu0.7Ca0.3Ba2.0Cu3.0O6.62,RE123,80.0,3.877,3.817,11.707,PHC2890280,3.847,Two,2.275972637761684,1.9385
7641,Lu0.8Ca0.2Ba2.0Cu3.0O6.91,RE123,48.0,3.882,3.81,11.665,PHC2890280,3.846,Two,2.313136303236851,1.941
7642,Lu0.7Ca0.3Ba2.0Cu3.0O6.88,RE123,45.0,3.806,3.861,11.654000000000002,PHC2890280,3.8335,Two,2.32286964419463,1.903
7707,Hg1.0Ba2.0Ca2.0Cu3.0O8.0,Hg1223,110.0,3.855,,15.842,JP00901451,3.855,Three,,1.9275
7710,Hg0.7Pb0.3Ba2.0Ca2.0Cu3.0O8.0,Hg1223,143.0,3.842,,15.824000000000002,JP00901451,3.842,Three,,1.921
7749,La1.85Sr0.15Cu1.0O4.0,T,37.8,3.771,,13.217,SUP0100159,3.771,One,2.4067904414255814,1.8855
7751,La1.85Sr0.15Cu0.9Mg0.1O4.0,T,29.6,3.779,,13.16,SUP0100159,3.779,One,2.3887871331611374,1.8895
7752,La1.85Sr0.15Cu0.8Mg0.2O4.0,T,15.6,3.786,,13.192,SUP0100159,3.786,One,2.398894253590299,1.893
7760,Nd1.0Ba2.0Cu3.0O6.95,RE123,89.0,3.865,3.9167,11.754,JMR0122907,3.89085,Two,2.2343847263966183,1.9325
7761,Nd1.1Ba1.9Cu3.0O6.96,RE123,87.6,3.8614,3.9144,11.7378,JMR0122907,3.8879,Two,2.248719283079896,1.9307
7762,Nd1.15Ba1.85Cu3.0O6.96,RE123,76.8,3.8703,3.9077,11.7192,JMR0122907,3.889,Two,2.265177477790326,1.93515
7763,Nd1.25Ba1.75Cu3.0O6.99,RE123,52.7,3.889,,11.6871,JMR0122907,3.889,Two,2.29358113640349,1.9445
7764,Nd1.35Ba1.65Cu3.0O7.02,RE123,35.9,3.8881,,11.6643,JMR0122907,3.8881,Two,2.3137556976614353,1.94405
7765,Nd1.45Ba1.55Cu3.0O7.08,RE123,26.5,3.885,,11.6244,JMR0122907,3.885,Two,2.349061179862844,1.9425
7766,Nd1.5Ba1.5Cu3.0O7.12,RE123,15.4,3.8855,,11.6097,JMR0122907,3.8855,Two,2.3620684627791513,1.94275
7783,La1.0Ca1.0Ba1.0Cu3.0O7.0,RE123,69.0,3.869,,11.645,MPL0110323,3.869,Two,2.330833286796453,1.9345
7784,La0.7Pr0.3Ca1.0Ba1.0Cu3.0O7.0,RE123,40.0,3.866,,11.632,MPL0110323,3.866,Two,2.342336326110195,1.933
7804,Y1.0La0.2Ba1.8Cu3.0O7.06,Y123,48.9,3.889,3.825,11.638,JJP0360473,3.8569999999999998,Two,2.2616790316101976,1.9445
7805,Y1.0La0.2Ba1.8Cu3.0O7.16,Y123,61.7,3.882,3.839,11.632,JJP0360473,3.8605,Two,2.255534259119979,1.941
7806,Y1.0La0.2Ba1.8Cu3.0O7.26,Y123,67.6,3.876,3.846,11.625,JJP0360473,3.861,Two,2.2483653578813914,1.938
7807,Y1.0La0.2Ba1.8Cu3.0O7.36,Y123,89.1,3.863,3.851,11.608,JJP0360473,3.8569999999999998,Two,2.2309551691591065,1.9315
7808,Y1.0La0.2Ba1.8Cu3.0O7.46,Y123,89.8,3.86,,11.608,JJP0360473,3.86,Two,2.2309551691591065,1.93
7809,Y1.0La0.2Ba1.8Cu3.0O7.49,Y123,90.4,3.86,,11.595,JJP0360473,3.86,Two,2.2176414954303003,1.93
7810,Y1.0La0.2Ba1.8Cu3.0O7.57,Y123,89.6,3.861,,11.595,JJP0360473,3.861,Two,2.2176414954303003,1.9305
7811,Y1.0La0.2Ba1.8Cu3.0O7.62,Y123,87.9,3.86,,11.595,JJP0360473,3.86,Two,2.2176414954303003,1.93
7812,Y1.0La0.2Ba1.8Cu3.0O7.64,Y123,88.1,3.862,,11.601,JJP0360473,3.862,Two,2.2237862679205187,1.931
7813,Y1.0La0.2Ba1.8Cu3.0O7.74,Y123,89.1,3.861,,11.597,JJP0360473,3.861,Two,2.2196897529270387,1.9305
7814,Y1.0La0.2Ba1.8Cu3.0O7.77,Y123,89.8,3.866,,11.595,JJP0360473,3.866,Two,2.2176414954303003,1.933
7815,Y1.0La0.2Ba1.8Cu3.0O7.79,Y123,90.4,3.86,,11.59,JJP0360473,3.86,Two,2.212520851688451,1.93
7816,La1.2Ba1.8Cu3.0O7.2,RE123,27.0,3.924,3.913,11.745,JJP0360473,3.9185,Two,2.2423483689984396,1.962
7817,La1.2Ba1.8Cu3.0O7.3,RE123,27.0,3.927,3.918,11.741,JJP0360473,3.9225,Two,2.2458877657103598,1.9635
7828,Y0.8Pr0.2Ba2.0Cu3.0O7.0,Y123,58.7,3.898,3.834,11.673,JJP0361374,3.866,Two,2.297523537803138,1.949
7829,Y0.8Pr0.2Ba2.0Cu3.0O7.1,Y123,57.6,3.896,3.841,11.665,JJP0361374,3.8685,Two,2.2893305078161794,1.948
7830,Y0.8Pr0.2Ba2.0Cu3.0O7.2,Y123,63.3,3.891,3.846,11.654000000000002,JJP0361374,3.8685,Two,2.278065091584115,1.9455
7831,Y0.8Pr0.2Ba2.0Cu3.0O7.3,Y123,62.6,3.873,3.861,11.638,JJP0361374,3.867,Two,2.2616790316101976,1.9365
7832,Y0.8Pr0.2Ba2.0Cu3.0O7.4,Y123,59.8,3.87,,11.635,JJP0361374,3.87,Two,2.2586066453650884,1.935
7833,Y0.8Pr0.2Ba2.0Cu3.0O7.5,Y123,62.9,3.868,,11.640999999999998,JJP0361374,3.868,Two,2.264751417855305,1.934
7834,Y0.8Pr0.2Ba2.0Cu3.0O7.55,Y123,68.3,3.869,,11.639,JJP0361374,3.869,Two,2.262703160358567,1.9345
7836,Y0.8Pr0.2Ba2.0Cu3.0O7.65,Y123,66.5,3.873,,11.629,JJP0361374,3.873,Two,2.2524618728748695,1.9365
7837,Y0.8Pr0.2Ba2.0Cu3.0O7.67,Y123,67.5,3.868,,11.630999999999998,JJP0361374,3.868,Two,2.254510130371608,1.934
7838,Y0.8Pr0.2Ba2.0Cu3.0O7.79,Y123,65.4,3.868,,11.629,JJP0361374,3.868,Two,2.2524618728748695,1.934
7839,Y0.8Pr0.2Ba2.0Cu3.0O8.04,Y123,64.4,3.873,,11.627,JJP0361374,3.873,Two,2.2504136153781316,1.9365
7840,Y0.8Pr0.2Ba2.0Cu3.0O8.06,Y123,65.8,3.875,,11.623,JJP0361374,3.875,Two,2.246317100384651,1.9375
7849,Y0.9Ca0.1Ba2.0Cu3.0O6.5,Y123,79.3,3.834,3.878,11.745,JSC1270056,3.8560000000000003,Two,2.3712608076857578,1.917
7853,Y0.9Ca0.1Ba2.0Cu3.0O6.03,Y123,19.8,3.857,,11.835,JSC1270056,3.857,Two,2.4634323950390344,1.9285
7854,Y0.8Ca0.2Ba2.0Cu3.0O6.03,Y123,43.5,3.854,,11.83,JSC1270056,3.854,Two,2.458311751297185,1.927
7859,Hg1.0Ba2.0Cu1.0O4.0,Hg1201,91.0,3.881,,9.522,PHC2890153,3.881,One,,1.9405
7860,Hg1.0Ba2.0Cu1.0O4.0,Hg1201,35.0,3.921,,9.611,PHC2890153,3.921,One,,1.9605
7861,Hg1.0Ba2.0Ca1.0Cu2.0O6.0,Hg1212,120.0,3.87,,12.720999999999998,PHC2890153,3.87,Two,,1.935
7862,Hg1.0Ba2.0Ca2.0Cu3.0O8.0,Hg1223,115.0,3.855,,15.826,PHC2890153,3.855,Three,,1.9275
7871,Tl1.0Ba2.0Ca2.0Cu3.0O9.0,Tl1223,110.0,3.853,,15.913,APL0712370,3.853,Three,,1.9265
7872,Tl0.8Bi0.2Ba2.0Ca2.0Cu3.0O9.0,Tl1223,116.0,3.846,,15.816,APL0712370,3.846,Three,,1.923
7893,Y1.0Ba2.0Cu3.0O8.0,Y123,93.0,3.826,3.887,11.682,PHC2980066,3.8565,Two,2.306740696538466,1.913
8011,Bi2.0Sr2.0Ca1.0Cu1.95K0.5O8.0,Bi2212,85.0,3.825447686219222,5.42,30.76,PHC3000033,5.415,Two,,1.912723843109611
8012,Bi2.0Sr2.0Ca1.0Cu1.4K0.6O8.0,Bi2212,87.0,3.8183766184073566,5.43,30.72,PHC300033,5.415,Two,,1.9091883092036783
8013,Bi2.0Sr2.0Ca1.0Cu1.3K0.7O8.0,Bi2212,93.0,3.832518754031087,5.41,30.69,PHC3000033,5.415,Two,,1.9162593770155436
8028,Y0.74Ca0.16Sr2.1Cu2.78S0.22O7.0,Y123,25.0,3.825,3.843,11.26,PHC2080193,3.8339999999999996,Two,1.8745583647264412,1.9125
8029,Y1.0Ca1.0Ba4.0Cu5.0N0.3C0.7O14.0,Y123,82.0,3.879,3.885,11.536,PHC2080116,3.882,Two,2.1572178992764854,1.9395
8061,Y0.74Ca0.16Sr2.1Cu2.78S0.22O7.0,Y123,34.9,3.825,3.844,11.244000000000002,PHC2130014,3.8345,Two,1.8581723047525274,1.9125
8062,Y0.74Ca0.16Sr1.6Ba0.5Cu2.78S0.22O7.0,Y123,54.9,3.827,,11.439,PHC2130014,3.827,Two,2.0578774106846223,1.9135
8063,Y0.74Ca0.16Sr1.1Ba1.0Cu2.78S0.22O7.0,Y123,75.1,3.833,,11.534,PHC2130014,3.833,Two,2.155169641779747,1.9165
8064,Y0.74Ca0.16Sr0.6Ba1.5Cu2.78S0.22O7.0,Y123,77.9,3.85,,11.622,PHC2130014,3.85,Two,2.245292971636282,1.925
8073,Y1.0Ba1.0Sr1.0Cu2.8P0.2O4.0,Y123,47.0,3.844,,11.48,PHC2200373,3.844,Two,2.0998666893677815,1.922
8098,Hg0.97Re0.03Ba2.0Ca2.0Cu3.0O8.0,Hg1223,130.0,3.8531,,15.6677,PHC3000141,3.8531,Three,,1.92655
8170,Y1.0Ba2.0Cu4.0O8.0,Y124,77.0,3.8407,3.8701,27.231,PHC3010315,3.8554,Two,2.2875388113062005,1.92035
8171,Y1.0Ba2.0Cu3.975Fe0.025O8.0,Y124,66.0,3.8417,3.8727,27.21,PHC3010315,3.8572,Two,2.278655086906981,1.92085
8172,Y1.0Ba2.0Cu3.95Fe0.05O8.0,Y124,51.0,3.8419,3.8734,27.208,PHC3010315,3.85765,Two,2.277809017916578,1.92095
8173,Y1.0Ba2.0Cu3.925Fe0.075O8.0,Y124,35.0,3.8428,3.8736,27.2,PHC3010315,3.8582,Two,2.274424741954971,1.9214
8194,Y1.0Ba2.0Cu4.0O8.0,Y124,75.0,3.8441,3.8727,27.2381,PHC3020010,3.8584,Two,2.2905423562221263,1.92205
8196,Y0.8Pr0.2Ba2.0Cu4.0O8.0,Y124,60.0,3.8449,3.8766,27.2112,PHC3020010,3.86075,Two,2.2791627283012224,1.92245
8197,Y0.7Pr0.3Ba2.0Cu4.0O8.0,Y124,61.0,3.8495,3.8774,27.205,PHC3020010,3.86345,Two,2.2765399144309755,1.92475
8198,Y0.6Pr0.4Ba2.0Cu4.0O8.0,Y124,54.0,3.8557,3.8821,27.2181,PHC3020010,3.8689,Two,2.282081666318108,1.92785
8199,Y0.5Pr0.5Ba2.0Cu4.0O8.0,Y124,50.0,3.8588,3.8883,27.2404,PHC3020010,3.87355,Two,2.291515335561089,1.9294
8200,Y0.4Pr0.6Ba2.0Cu4.0O8.0,Y124,40.0,3.8635,3.889,27.2412,PHC3020010,3.87625,Two,2.291853763157249,1.93175
8201,Y0.3Pr0.7Ba2.0Cu4.0O8.0,Y124,20.0,3.8673,3.8921,27.265,PHC3020010,3.8797,Two,2.301921984143031,1.93365
8269,La1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,52.4,3.8932,,11.759,MRB0331241,3.8932,Two,2.229960480506717,1.9466
8270,Nd1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,56.4,3.8887,,11.689,MRB0331241,3.8887,Two,2.2918999229653267,1.94435
8271,Sm1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,70.7,3.8424,3.8836,11.657,MRB0331241,3.863,Two,2.320215096660691,1.9212
8272,Eu1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,76.8,3.8361,3.883,11.655,MRB0331241,3.85955,Two,2.321984795016652,1.91805
8273,Gd1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,85.6,3.8285,3.8782,11.654000000000002,MRB0331241,3.85335,Two,2.32286964419463,1.91425
8274,Dy1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,86.5,3.8068,3.8743,11.632,MRB0331241,3.84055,Two,2.342336326110195,1.9034
8275,Ho1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,86.8,3.8042,3.8739,11.61,MRB0331241,3.83905,Two,2.361803008025758,1.9021
8276,Y1.0Ba1.5Sr0.5Cu3.0O7.0,Y123,87.4,3.7976,3.8725,11.606,MRB0331241,3.83505,Two,2.2289069116623663,1.8988
8283,Hg0.7Cr0.3Sr2.0Cu1.0O4.0,Hg1201,63.0,3.8439,,8.6978,SUP0110141,3.8439,One,,1.92195
8289,Hg1.0Ba2.0Cu1.0O4.08,Hg1201,96.0,3.8928,,9.5528,SUP0110059,3.8928,One,,1.9464
8290,Bi2.0Sr2.0Ca1.0Cu1.4K0.6O8.0,Bi2212,85.0,3.825447686219222,5.42,30.76,PHC3000033,5.415,Two,,1.912723843109611
8291,Bi2.0Sr2.0Ca1.0Cu1.3K0.7O8.0,Bi2212,87.0,3.8183766184073566,5.43,30.72,PHC3000033,5.415,Two,,1.9091883092036783
8292,Bi2.0Sr2.0Ca1.0Cu1.2K0.8O8.0,Bi2212,93.0,3.832518754031087,5.41,30.69,PHC3000033,5.415,Two,,1.9162593770155436
8307,La1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,52.4,3.8982,,11.759,MRB0331241,3.8982,Two,2.229960480506717,1.9491
8308,Nd1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,56.4,3.8887,,11.689,MRB0331241,3.8887,Two,2.2918999229653267,1.94435
8309,Sm1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,70.7,3.8424,3.8836,11.657,MRB0331241,3.863,Two,2.320215096660691,1.9212
8310,Eu1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,76.8,3.8361,3.883,11.655,MRB0331241,3.85955,Two,2.321984795016652,1.91805
8311,Gd1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,85.6,3.8285,3.8782,11.654000000000002,MRB0331241,3.85335,Two,2.32286964419463,1.91425
8312,Dy1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,86.5,3.8068,3.8743,11.632,MRB0331241,3.84055,Two,2.342336326110195,1.9034
8313,Ho1.0Ba1.5Sr0.5Cu3.0O7.0,RE123,86.8,3.8042,3.8739,11.61,MRB0331241,3.83905,Two,2.361803008025758,1.9021
8314,Y1.0Ba1.5Sr0.5Cu3.0O7.0,Y123,87.4,3.7976,3.8725,11.606,MRB0331241,3.83505,Two,2.2289069116623663,1.8988
