,col_id :,str3 :,lata :,latb :,latc :,cu-o_a :,cu-o_p :,d_la :
100,74267.0,Y123,3.839,3.839,11.4868,2.157966666666667,1.9247,
101,80733.0,Y123,3.819,3.891,11.673,2.3112,1.9282,
102,91983.0,Y123,3.8226,3.886,11.6737,2.3125,1.9297,
103,71408.0,Y123,3.823,3.885,11.673,2.3112,1.9286,
104,78601.0,Y123,3.82075,3.8847,11.6762,2.3048,1.9291,
105,65846.0,Y123,3.8206,3.886,11.6805,2.3022,1.9371,
106,65861.0,Y123,3.892,3.8214,11.6829,2.2805,1.9318,
107,83064.0,Y123,3.8265,3.8875,11.7011,2.3239,1.9376,
108,83107.0,Y123,3.84104,3.87887,11.7456,2.3763,1.9347,
109,74277.0,Y123,3.8618,3.8618,11.691,2.3533,1.939,
110,62463.0,Y123,3.825,3.8864,11.6945,2.3225,1.9370500000000002,
111,83067.0,Y123,3.8234,3.8936,11.677,2.2805,1.9392,
112,71424.0,Y123,3.846,3.902,11.661,2.4721,1.951,
113,173898.0,Y123,3.8196,3.8789,11.6719,2.3775,1.9394,
114,71412.0,Y123,3.829,3.889,11.656,2.2845,1.93,
115,67668.0,Y123,3.827,3.884,11.677,2.312,1.941,
116,68640.0,Y123,3.8835,3.821,11.653,2.2944,1.9282,
117,74268.0,Y123,3.8273,3.8875,11.6833,2.2981,1.9311,
118,71411.0,Y123,3.827,3.888,11.663,2.2859,1.9291,
119,83071.0,Y123,3.8415,3.9102,11.6891,2.2559,1.947,
120,65608.0,Y123,3.81,3.874,11.63,2.3259499999999997,1.9346,
121,67068.0,Y123,3.8814,3.8814,11.695,2.3226,1.9407,
122,66496.0,Y123,3.8331,3.8897,11.6923,2.315,1.9322,
123,83106.0,Y123,3.83785,3.88301,11.73958,2.3496,1.9361,
124,69310.0,Y123,3.8197,3.8888,11.7121,2.2967,1.9292,
125,67058.0,Y123,3.8349,3.8851,11.7279,2.3655,1.9329,
126,80743.0,Y123,3.874,3.874,11.637,2.3285,1.937,
127,69309.0,Y123,3.8229,3.8865,11.6821,2.3048,1.9299,
128,82694.0,Y123,3.8275,3.8814,11.7231,2.3481,1.931,
129,68393.0,Y123,3.8203,3.88548,11.68349,2.297,1.93595,
130,82696.0,Y123,3.8393,3.868,11.7637,2.4083,1.9332,
131,87093.0,Y123,3.79976,3.87028,11.62145,2.2632,1.9204,
132,65613.0,Y123,3.8674,3.8674,11.6687,2.3226,1.9337,
133,67061.0,Y123,3.8433,3.8764,11.7512,2.3984,1.9355,
134,62465.0,Y123,3.8198,3.8849,11.6762,2.2955,1.9357,
135,87095.0,Y123,3.78397,3.84516,11.53996,2.2425,1.9087,
136,75700.0,Y123,3.8772,3.8772,11.7352,2.4761,1.94425,
137,78725.0,Y123,3.8191,3.8777,11.6669,2.2377,1.93775,
138,69949.0,Y123,3.8263,3.8263,11.6643,2.2768,1.92135,
139,94219.0,Y123,3.84411,3.87984,11.70437,2.3351,1.9388,
140,69326.0,Y123,3.8114,3.8694,11.655,2.3181,1.9224,
141,65603.0,Y123,3.819,3.88,11.66,2.2503,1.9376,
142,68406.0,Y123,3.863,3.863,11.626,2.3263,1.9315,
143,63688.0,Y123,3.824,3.8879,11.6901,2.3087,1.9372500000000001,
144,80741.0,Y123,3.872,3.872,11.64,2.314,1.936,
145,75699.0,Y123,3.8865,3.8865,11.6425,2.3762,1.9432,
146,91981.0,Y123,3.8198,3.8847,11.6734,2.3113,1.927,
147,97066.0,Y123,3.8163,3.8659,11.6531,2.1954,1.92455,
148,63326.0,Y123,3.8132,3.8774,11.653,2.3107,1.9282,
149,82693.0,Y123,3.8249,3.8791,11.6928,2.3051,1.9296,
150,87099.0,Y123,3.81728,3.84103,11.58458,2.2801,1.9253,
151,169775.0,Y123,3.816,3.816,11.471,2.0759,1.8957,
152,83139.0,Y123,3.8478,3.8681,11.646,2.3222,1.9343,
153,80739.0,Y123,3.867,3.867,11.676,2.3351,1.9335,
154,83138.0,Y123,3.8687,3.8687,11.608,2.2345,1.9442,
155,68665.0,Y123,3.827,3.882,11.67,2.2569,1.9325,
156,67060.0,Y123,3.8415,3.8778,11.747,2.3893,1.935,
157,65378.0,Y123,3.8644,3.8644,11.7881,2.4424,1.9322,
158,63691.0,Y123,3.8336,3.8844,11.7126,2.3425,1.93735,
159,63324.0,Y123,3.8282,3.8897,11.6944,2.3318,1.93735,
160,63350.0,Y123,3.8192,3.873,11.656,2.2962,1.9294,
161,78599.0,Y123,3.82075,3.8847,11.6763,2.3049,1.9291,
162,67063.0,Y123,3.851,3.87,11.7711,2.4248,1.935,
163,83063.0,Y123,3.8227,3.8872,11.6802,2.2909,1.9372,
164,83060.0,Y123,3.8392,3.8791,11.7391,2.3602,1.9376,
165,93532.0,Y123,3.869,3.869,11.6697,2.3042,1.943,
166,80706.0,Y123,3.818,3.818,11.451,2.2061,1.90035,
167,93534.0,Y123,3.8772,3.8772,11.6318,2.258,1.9485,
168,79132.0,Y123,3.802,3.802,11.668,2.4918,1.9129,
169,65081.0,Y123,3.8316,3.8899,11.6674,2.2833,1.9335,
170,83070.0,Y123,3.8334,3.9034,11.6862,2.2682,1.94355,
171,92604.0,Y123,3.8675,3.8675,11.6948,2.3448,1.9337,
172,74266.0,Y123,3.8384,3.8384,11.4764,2.1665,1.87995,
173,69818.0,Y123,3.7984,3.865,11.596,2.2345,1.9285,
174,80735.0,Y123,3.864,3.864,11.682,2.3387,1.932,
175,75701.0,Y123,3.885,3.885,11.7055,2.4195,1.94835,
176,94218.0,Y123,3.84602,3.87911,11.73153,2.36,1.93125,
177,65352.0,Y123,3.8198,3.8849,11.6762,2.2928,1.93475,
178,69327.0,Y123,3.8236,3.8804,11.6687,2.3069,1.9254,
179,63448.0,Y123,3.8231,3.8864,11.6807,2.3034,1.9357,
180,68639.0,Y123,3.8835,3.8194,11.6671,2.303,1.9282,
181,71426.0,Y123,3.842,3.842,11.563,2.2432,1.921,
182,63455.0,Y123,3.8746,3.8746,11.588,2.2422,1.9373,
183,74282.0,Y123,3.8666,3.8666,11.6726,2.359,1.9438,
184,72826.0,Y123,3.829,3.888,11.668,2.2869,1.9332,
185,92607.0,Y123,3.8888,3.8888,11.6679,2.3895,1.9444,
186,69812.0,Y123,3.8133,3.88,11.651,2.2731,1.9314,
187,65596.0,Y123,3.818,3.8835,11.6726,2.2971,1.93675,
188,69816.0,Y123,3.8085,3.8675,11.606,2.2411,1.9337,
189,90761.0,Y123,3.87619,3.87619,11.6929,2.3315,1.938,
190,80745.0,Y123,3.872,3.872,11.646,2.3373,1.936,
191,90758.0,Y123,3.8197,3.88279,11.6509,2.1996,1.9387,
192,85246.0,Y123,3.8577,3.8577,11.794,2.4496,1.93865,
193,66214.0,Y123,3.8273,3.8924,11.6737,2.302,1.9303,
194,65424.0,Y123,3.8274,3.8904,11.7177,2.3587,1.93805,
195,78600.0,Y123,3.82074,3.88469,11.6762,2.3048,1.9291,
196,74280.0,Y123,3.869,3.869,11.6982,2.4226,1.9476499999999999,
197,62943.0,Y123,3.8187,3.8833,11.6687,2.3045,1.9351500000000001,
198,66419.0,Y123,3.87004,3.87004,11.6857,2.3277,1.935,
199,65353.0,Y123,3.8641,3.8641,11.704,2.10025,1.9425,
200,44116.0,Y123,3.819,3.885,11.68,2.2885,1.9355,
201,65913.0,Y123,3.8655,3.8655,11.674,2.3219,1.9402,
202,66215.0,Y123,3.8282,3.8874,11.6647,2.3002,1.9307,
203,66216.0,Y123,3.8282,3.8874,11.6647,2.3002,1.9307,
204,74278.0,Y123,3.8649,3.8649,11.7053,2.3925,1.9437,
205,67059.0,Y123,3.8362,3.8808,11.7286,2.3691,1.9335,
206,39359.0,Y123,3.821,3.8826,11.672,2.2842,1.9344000000000001,
207,65601.0,Y123,3.818,3.8835,11.6726,2.2971,1.9341,
208,63488.0,Y123,3.8206,3.8851,11.6757,2.2977,1.93575,
209,78602.0,Y123,3.82077,3.88471,11.6763,2.3084,1.93555,
210,72825.0,Y123,3.823,3.885,11.673,2.3112,1.9286,
211,67057.0,Y123,3.8275,3.8875,11.7063,2.3377,1.9308,
212,65422.0,Y123,3.8193,3.8852,11.6873,2.3023,1.9362,
213,202840.0,Y123,3.859,3.859,11.572,2.2495,1.9295,
214,90760.0,Y123,3.87491,3.87491,11.7135,2.3403,1.9374,
215,83089.0,Y123,3.83592,3.83592,11.5633,2.1572,1.8728,
216,78724.0,Y123,3.8177,3.876,11.6598,2.2561,1.93715,
217,65400.0,Y123,3.8588,3.8588,11.771,2.3541,1.9294,
218,65379.0,Y123,3.8752,3.8752,11.6851,2.3732,1.9376,
219,67207.0,Y123,3.8471,3.8721,11.752,2.4256,1.936,
220,66495.0,Y123,3.8234,3.8888,11.6918,2.3126,1.9298,
221,202775.0,Y123,3.8226,3.8863,11.663,2.2649,1.9374500000000001,
222,69945.0,Y123,3.8637,3.8637,11.6899,2.3812,1.9318,
223,69325.0,Y123,3.8196,3.8741,11.6852,2.3241,1.9286,
224,65605.0,Y123,3.83,3.87,11.69,2.373,1.9351500000000001,
225,67065.0,Y123,3.8621,3.8621,11.7961,2.4535,1.931,
226,50255.0,Y123,3.802,3.802,11.4971,2.1041499999999997,1.901,
227,71409.0,Y123,3.829,3.888,11.668,2.2869,1.9332,
228,83058.0,Y123,3.8586,3.8586,11.7961,2.435,1.9293,
229,80746.0,Y123,3.874,3.874,11.785,2.4866,1.94375,
230,62944.0,Y123,3.8829,3.8223,11.69,2.3017,1.9304,
231,50256.0,Y123,3.7998,3.7998,11.4748,2.106,1.8999,
232,83035.0,Y123,3.8016,3.8016,11.5,2.14635,1.9008,
233,91980.0,Y123,3.8198,3.8847,11.6734,2.3101,1.927,
234,87280.0,Y123,3.8323,3.8731,11.6843,2.3233,1.9312,
235,83044.0,Y123,3.81432,3.81432,11.5266,2.1189,1.88815,
236,93533.0,Y123,3.8707,3.8707,11.6225,2.2574,1.9451,
237,92605.0,Y123,3.8778,3.8778,11.6873,2.3631,1.9389,
238,66360.0,Y123,3.8614,3.8614,11.736,2.4207,1.9307,
239,82692.0,Y123,3.8169,3.8777,11.6788,2.3037,1.9259,
240,69943.0,Y123,3.8604,3.8604,11.6725,2.3263,1.9302,
241,69820.0,Y123,3.7944,3.8579,11.572,2.2241,1.9262,
242,44113.0,Y123,3.82,3.886,11.696,2.2963,1.9361000000000002,
243,68434.0,Y123,3.8837,3.8774,11.6737,2.246,1.95,
244,65399.0,Y123,3.818,3.889,11.668,2.3219,1.9378,
245,66217.0,Y123,3.8282,3.8874,11.6647,2.3002,1.9307,
246,91982.0,Y123,3.8281,3.8871,11.6646,2.3247,1.9289,
247,68399.0,Y123,3.8879,3.8879,11.636,2.3586,1.9548,
248,66212.0,Y123,3.8273,3.8924,11.6737,2.302,1.9303,
249,92603.0,Y123,3.8164,3.8818,11.6736,2.2961,1.9271,
250,90759.0,Y123,3.83422,3.89409,11.6706,2.257,1.947,
251,83033.0,Y123,3.8001,3.8001,11.483,2.2058,1.90915,
252,83140.0,Y123,3.8341,3.8735,11.668,2.3371,1.9328,
253,79131.0,Y123,3.804,3.804,11.603,2.4813666666666667,1.9156,
254,74281.0,Y123,3.8424,3.881,11.6821,2.3224,1.9338,
255,83108.0,Y123,3.8469,3.87775,11.7505,2.3982,1.94005,
256,87096.0,Y123,3.78409,3.85374,11.56279,2.2321,1.9127,
257,65317.0,Y123,3.863,3.863,11.626,2.3263,1.9315,
258,68402.0,Y123,3.8644,3.8644,11.7881,2.4424,1.9322,
259,71410.0,Y123,3.822,3.885,11.669,2.2987,1.9281,
260,68666.0,Y123,3.819,3.883,11.668,2.2612,1.9265,
261,50254.0,Y123,3.8013,3.8013,11.4861,2.2053,1.90835,
262,87279.0,Y123,3.828,3.8763,11.6825,2.3131,1.9308,
263,202839.0,Y123,3.825,3.885,11.626,2.2949,1.9275,
264,65606.0,Y123,3.806,3.872,11.61,2.2407,1.93685,
265,92001.0,Y123,3.8717,3.8717,11.607,2.27725,1.9358,
266,203116.0,Y123,3.866,3.866,11.777,2.4449,1.9447,
267,67056.0,Y123,3.8227,3.8872,11.6802,2.2963,1.929,
268,83059.0,Y123,3.8563,3.8658,11.7755,2.3986,1.9377,
269,69948.0,Y123,3.8227,3.8227,11.6689,2.2894,1.92005,
270,66213.0,Y123,3.8273,3.8924,11.6737,2.302,1.9303,
271,69814.0,Y123,3.807,3.8734,11.625,2.2447,1.9317,
272,87098.0,Y123,3.80174,3.85009,11.5739,2.2801,1.9182,
273,75690.0,Y123,3.8755,3.8755,11.6884,2.3645,1.9487,
274,72827.0,Y123,3.827,3.888,11.663,2.2859,1.9291,
275,63339.0,Y123,3.81,3.883,11.674,2.3231,1.9196,
276,66418.0,Y123,3.86644,3.86644,11.6749,2.3314,1.9332,
277,44117.0,Y123,3.833,3.871,11.742,2.3662,1.93385,
278,83045.0,Y123,3.80361,3.80361,11.5113,2.10405,1.8887,
279,74279.0,Y123,3.8646,3.8646,11.7257,2.4201,1.9416,
280,62945.0,Y123,3.8571,3.8571,11.775,2.395,1.9285,
281,68288.0,Y123,3.868,3.825,11.69,2.1977,1.92325,
282,63421.0,Y123,3.8657,3.8657,11.6015,2.311,1.9328,
283,83061.0,Y123,3.8362,3.8808,11.7286,2.3515,1.9373999999999998,
284,63344.0,Y123,3.8573,3.8573,11.7913,2.4349,1.9286,
285,66416.0,Y123,3.86433,3.86433,11.6726,2.3368,1.9321,
286,83088.0,Y123,3.80997,3.80997,11.5246,2.1563,1.8575,
287,63335.0,Y123,3.8152,3.8812,11.67,2.3421,1.93395,
288,66421.0,Y123,3.8653,3.8653,11.6749,2.3069,1.9326,
289,63429.0,Y123,3.8179,3.8801,11.6655,2.2981,1.927,
290,78548.0,Y123,3.814,3.814,11.714,2.2587333333333333,1.919,
291,83105.0,Y123,3.83832,3.88848,11.72843,2.3445,1.938,
292,80737.0,Y123,3.864,3.864,11.679,2.2937,1.932,
293,202432.0,Y123,3.8468,3.8747,11.7466,2.4291,1.9373,
294,87278.0,Y123,3.8215,3.885,11.6844,2.3008,1.9289,
295,63456.0,Y123,3.8693,3.8693,11.6061,2.255,1.9346,
296,74265.0,Y123,3.8417,3.8417,11.4512,2.1266249999999998,1.8614,
297,75692.0,Y123,3.8516,3.887,11.6674,2.3148,1.9396,
298,69942.0,Y123,3.8602,3.8602,11.6646,2.3177,1.9301,
299,78598.0,Y123,3.8207,3.8847,11.6761,2.306,1.93555,
300,94217.0,Y123,3.84192,3.87655,11.69134,2.3219,1.9373,
301,65607.0,Y123,3.816,3.871,11.65,2.3066500000000003,1.938,
302,67062.0,Y123,3.8468,3.8736,11.7601,2.4096,1.9368,
303,65315.0,Y123,3.8401,3.8729,11.758,2.4045,1.93525,
304,168188.0,Tl1212,3.8111,3.8111,12.1306,2.4346,1.906,
305,168189.0,Tl1212,3.8163,3.8163,12.1216,2.4328,1.9082,
306,72587.0,Tl1212,3.8157,3.8157,11.9963,2.2888,1.9154,
307,84026.0,Tl1212,3.8045,3.8045,12.1874,2.4374,1.9037,
308,74164.0,Tl1212,3.816,3.816,11.971,2.1188,1.9614,
309,87150.0,Tl1212,3.7991,3.7991,12.1347,2.3978,1.9003,
310,82343.0,Tl1212,3.91836,3.91836,12.5498,2.4547,1.9706,
311,41965.0,Tl1212,3.78331,3.78331,12.12041,2.3542,1.8951,
312,87152.0,Tl1212,3.8045,3.8045,12.1874,2.4374,1.9037,
313,75902.0,Tl1212,3.85404,3.85404,12.1046,2.2284,1.9308,
314,86961.0,Tl1212,3.8158,3.8158,12.014,2.3559,1.9084,
315,80154.0,Tl1212,3.7966,3.7966,12.092,2.3966,1.9002,
316,87023.0,Tl1212,3.8575,3.8575,12.6978,2.7824,1.9297,
317,68576.0,Tl1212,3.8472,3.8472,12.721,2.7451,1.9249,
318,85251.0,Tl1212,3.851,3.851,12.714,2.736,1.9263,
319,75751.0,Tl1212,3.85396,3.85396,12.1044,2.2538,1.9305,
320,74165.0,Tl1212,3.783,3.783,12.066,2.0753,1.9281,
321,203007.0,Tl1212,3.794,3.794,12.084,2.4192,1.8992,
322,168190.0,Tl1212,3.8219,3.8219,12.1149,2.4581,1.9109,
323,72731.0,Tl1212,3.795,3.795,12.023,2.1773,1.9077,
324,67105.0,Tl1212,3.817,3.817,12.054,2.4107,1.9085,
325,87020.0,Tl1212,3.8571,3.8571,12.7177,2.778,1.9288,
326,39670.0,Tl1212,3.944,3.944,12.607,2.451,1.9799,
327,69923.0,Tl1212,3.83,3.83,12.031,2.2522,1.9251,
328,86964.0,Tl1212,3.80452,3.80452,12.1874,2.4374,1.9037,
329,86963.0,Tl1212,3.80052,3.80052,12.1439,2.4275,1.9015,
330,85250.0,Tl1212,3.8528,3.8528,12.717,2.7565,1.927,
331,74163.0,Tl1212,3.866,3.866,12.457,2.8651,1.933,
332,65859.0,Tl1212,3.795,3.795,12.094,2.0559,1.8975,
333,79775.0,Tl1212,3.8234,3.8234,12.384,2.5201,1.9138,
334,83809.0,Tl1212,3.88416,3.88416,12.543,2.5474,1.9474,
335,69919.0,Tl1212,3.85638,3.85638,12.6534,2.6863,1.9297,
336,75745.0,Tl1212,3.9183,3.9183,12.5473,2.4266,1.9754,
337,74166.0,Tl1212,3.785,3.785,12.059,2.0259,1.9267,
338,41699.0,Tl1212,3.78708,3.78708,12.0243,2.3074,1.9022,
339,41695.0,Tl1212,3.79633,3.79633,11.9986,2.3217,1.907,
340,81156.0,Tl1212,3.79333,3.79333,12.1259,2.3875,1.899,
341,41701.0,Tl1212,3.78443,3.78443,12.119,2.3571,1.8956,
342,75749.0,Tl1212,3.88199,3.88199,12.2737,2.3381,1.9462,
343,74274.0,Tl1212,3.842,3.842,12.129,2.1832,1.9295,
344,75867.0,Tl1212,3.7922,3.7922,12.0661,2.3915,1.897,
345,87022.0,Tl1212,3.8571,3.8571,12.7231,2.752,1.9299,
346,80155.0,Tl1212,3.7808,3.7808,12.0855,2.3627,1.8933,
347,79774.0,Tl1212,3.8356,3.8356,12.39,2.5734,1.9186,
348,75746.0,Tl1212,3.90741,3.90741,12.4874,2.4412,1.9649,
349,202629.0,Tl1212,3.833,3.833,12.68,2.4472,1.9175,
350,75707.0,Tl1212,3.80137,3.80137,12.12517,2.4055,1.9015,
351,83811.0,Tl1212,3.8262,3.8262,12.1262,2.2833,1.918,
352,75748.0,Tl1212,3.8887,3.8887,12.3084,2.3472,1.9516,
353,168191.0,Tl1212,3.8261,3.8261,12.1101,2.4086,1.913,
354,87151.0,Tl1212,3.8005,3.8005,12.1439,2.4275,1.9015,
355,81161.0,Tl1212,3.78416,3.78416,12.1177,2.3536,1.8957,
356,69920.0,Tl1212,3.87677,3.87677,12.6045,2.6255,1.9412,
357,75706.0,Tl1212,3.80124,3.80124,12.12533,2.404,1.9015,
358,83810.0,Tl1212,3.85262,3.85262,12.2813,2.3825,1.932,
359,67300.0,Tl1212,3.798,3.798,12.014,2.4028,1.899,
360,74168.0,Tl1212,3.795,3.795,12.008,2.1254,1.927,
361,72585.0,Tl1212,3.8503,3.8503,12.0724,2.1983,1.9275,
362,69921.0,Tl1212,3.91021,3.91021,12.4916,2.462,1.9643,
363,41698.0,Tl1212,3.79601,3.79601,12.0251,2.3424,1.9044,
364,168187.0,Tl1212,3.8036,3.8036,12.1496,2.4323,1.9031,
365,75705.0,Tl1212,3.80063,3.80063,12.12478,2.4015,1.9012,
366,74275.0,Tl1212,3.856,3.856,12.196,2.1952,1.9304,
367,69243.0,Tl1212,3.8282,3.8282,11.9872,2.2851,1.917,
368,86962.0,Tl1212,3.79906,3.79906,12.1347,2.3978,1.9003,
369,41697.0,Tl1212,3.79896,3.79896,12.0301,2.3494,1.9057,
370,85252.0,Tl1212,3.8499,3.8499,12.71,2.7222,1.9258,
371,41963.0,Tl1212,3.79395,3.79395,12.1208,2.3965,1.899,
372,41964.0,Tl1212,3.78443,3.78443,12.11899,2.3596,1.8955,
373,79773.0,Tl1212,3.8271,3.8271,12.385,2.5463,1.9155,
374,84025.0,Tl1212,3.8005,3.8005,12.1439,2.4275,1.9015,
375,74167.0,Tl1212,3.803,3.803,12.01,2.0537,1.9289,
376,41700.0,Tl1212,3.79395,3.79395,12.1281,2.3965,1.899,
377,72586.0,Tl1212,3.8421,3.8421,12.2064,2.2557,1.9495,
378,72584.0,Tl1212,3.8798,3.8798,12.2573,2.2908,1.9487,
379,41696.0,Tl1212,3.79322,3.79322,11.9985,2.3061,1.9069,
380,75747.0,Tl1212,3.89526,3.89526,12.3821,2.36,1.9547,
381,75750.0,Tl1212,3.86815,3.86815,12.1941,2.279,1.9383,
382,78597.0,Tl1212,3.8155,3.8155,12.0222,2.4128,1.9097,
383,84024.0,Tl1212,3.7991,3.7991,12.1347,2.3978,1.9003,
384,168186.0,Tl1212,3.8054,3.8054,12.134,2.4437,1.9054,
385,87019.0,Tl1212,3.8572,3.8572,12.7707,2.7966,1.929,
386,68577.0,Tl1212,3.8,3.8,12.002,2.4003,1.9,
387,65330.0,Tl1212,3.8566,3.8566,12.754,2.7612,1.9291,
388,83031.0,Y124,3.834,3.86,27.165,2.2193,1.9393,
389,94266.0,Y124,3.8299,3.8676,27.1707,2.2669,1.9318,
390,69698.0,Y124,3.8402,3.8708,27.2309,2.2939,1.9351,
391,94265.0,Y124,3.8402,3.8702,27.2283,2.2848,1.9364,
392,67631.0,Y124,3.8419,3.8715,27.241,2.2827,1.9355,
393,203035.0,Y124,3.8415,3.8707,27.24,2.4625333333333335,1.9363,
394,400274.0,Y124,3.8445,3.8721,27.2714,2.2847,1.9374,
395,400280.0,Y124,3.8386,3.8689,27.201,2.2775,1.935,
396,83920.0,Y124,3.8452,3.8666,27.2417,2.297,1.9362,
397,87014.0,Y124,3.8466,3.8737,27.14919,2.085,1.93885,
398,71417.0,Y124,3.8408,3.8717,27.231,2.1512,1.9442,
399,85273.0,Y124,3.8453,3.8752,27.29,2.205,1.9375,
400,85276.0,Y124,3.8467,3.8778,27.258,2.2869,1.9139,
401,85279.0,Y124,3.8446,3.8762,27.23,2.2791,1.9396,
402,75713.0,Y124,3.8405,3.871,27.206,2.2064,1.9426,
403,75712.0,Y124,3.837,3.8678,27.203,2.1571,1.9381,
404,74261.0,Y124,3.85434,3.88261,27.2354,2.127,1.9429,
405,74426.0,Y124,3.829,3.86,27.152,2.3214,1.9322,
406,400273.0,Y124,3.8407,3.8746,27.2337,2.2789,1.9376,
407,97052.0,Y124,3.8436,3.8721,27.259,2.3006,1.9347,
408,74427.0,Y124,3.845,3.869,27.265,2.2657,1.937,
409,86998.0,Y124,3.841,3.872,27.231,2.5077000000000003,1.8487,
410,98035.0,Y124,3.8456,3.877,27.192,2.7816,1.9503,
411,83032.0,Y124,3.845,3.869,27.265,2.2657,1.937,
412,88873.0,Y124,3.84,3.8704,27.225,2.283,1.9365,
413,72263.0,Y124,3.8797,3.8919,27.296,2.2382,1.9488,
414,400276.0,Y124,3.842,3.873,27.242,2.2809,1.9373,
415,75717.0,Y124,3.8585,3.8854,27.236,2.2306,1.9549500000000002,
416,72258.0,Y124,3.8374,3.8704,27.213,2.2796,1.9357,
417,83924.0,Y124,3.8409,3.864,27.21078,2.3047,1.9309,
418,94268.0,Y124,3.8086,3.8601,27.0588,2.2343,1.9221,
419,74262.0,Y124,3.86351,3.88967,27.2577,2.1506,1.9422,
420,72261.0,Y124,3.8448,3.8682,27.242,2.2992,1.935,
421,75714.0,Y124,3.845,3.8754,27.214,2.2288,1.9489,
422,85281.0,Y124,3.843,3.8768,27.176,2.2691,1.9425,
423,83925.0,Y124,3.8376,3.8643,27.18829,2.2675,1.9293,
424,83922.0,Y124,3.8456,3.8747,27.21909,2.2853,1.9384,
425,85272.0,Y124,3.843,3.873,27.252,2.3164,1.937,
426,97055.0,Y124,3.8759,3.8864,27.308,2.2256,1.9444,
427,83030.0,Y124,3.847,3.868,27.265,2.2248,1.9364,
428,97054.0,Y124,3.8652,3.884,27.295,2.2736,1.9452,
429,75718.0,Y124,3.8629,3.8891,27.248,2.2125,1.9521,
430,72262.0,Y124,3.8614,3.8807,27.26,2.2571,1.9435,
431,75689.0,Y124,3.8398,3.8693,27.237,2.2851,1.9351,
432,97053.0,Y124,3.8578,3.8803,27.26,2.2653,1.9353,
433,85280.0,Y124,3.8476,3.8816,27.23,2.2709,1.9433,
434,83923.0,Y124,3.8446,3.8696,27.23209,2.288,1.9367,
435,75715.0,Y124,3.8485,3.8786,27.215,2.2506,1.9445,
436,75716.0,Y124,3.8531,3.8819,27.227,2.2217,1.9472,
437,94267.0,Y124,3.8232,3.8644,27.1387,2.2594,1.9285,
438,83926.0,Y124,3.824,3.8601,27.1662,2.2876,1.9262,
439,85274.0,Y124,3.8316,3.8599,27.151,2.3132,1.9241,
440,74425.0,Y124,3.839,3.871,27.259,2.1998,1.9391,
441,75719.0,Y124,3.8667,3.8918,27.251,2.1855,1.9377,
442,85278.0,Y124,3.8455,3.8762,27.26,2.2898,1.9393,
443,400278.0,Y124,3.837,3.8672,27.2237,2.2862,1.9332,
444,87013.0,Y124,3.8419,3.873,27.21039,2.5122,1.9401,
445,400279.0,Y124,3.8403,3.8698,27.248,2.2809,1.9357,
446,400282.0,Y124,3.8421,3.8718,27.2565,2.284,1.9354,
447,400277.0,Y124,3.8385,3.8733,27.2,2.2801,1.9353,
448,85275.0,Y124,3.8438,3.874,27.233,2.2848,1.9403,
449,75813.0,Y124,3.8389,3.8677,27.239,2.2869,1.9362,
450,85277.0,Y124,3.8519,3.8836,27.316,2.2836,1.9574,
451,67633.0,Y124,3.8363,3.8699,27.215,2.3105,1.9281,
452,74259.0,Y124,3.83996,3.86971,27.2314,2.154,1.9388,
453,74260.0,Y124,3.84614,3.87629,27.2268,2.1835,1.9379,
454,83921.0,Y124,3.8459,3.8702,27.25209,2.2938,1.937,
455,67635.0,Y124,3.836,3.8675,27.196,2.2926,1.9291,
456,155035.0,Hg1201,3.7794,3.7794,8.86,2.4586,1.8897,
457,50092.0,Hg1201,3.882,3.882,9.527,2.7837,1.941,
458,41637.0,Hg1201,3.8928,3.8928,9.5451,2.8005,1.9464,
459,89374.0,Hg1201,3.87923,3.87923,9.5244,2.7782,1.9396,
460,89371.0,Hg1201,3.8891,3.8891,9.5407,2.7925,1.9445,
461,79057.0,Hg1201,3.86586,3.86586,9.4764,2.8144,1.9329,
462,87307.0,Hg1201,3.8862,3.8862,9.5319,2.7966,1.9431,
463,83047.0,Hg1201,3.7652,3.7652,8.9428,2.4539,1.8826,
464,41639.0,Hg1201,3.8806,3.8806,9.5279,2.7878,1.9403,
465,79035.0,Hg1201,3.8412,3.8412,8.7009,2.4536,1.9206,
466,74072.0,Hg1201,3.87533,3.87533,9.5162,2.76135,1.9693,
467,88784.0,Hg1201,3.8757,3.8757,9.4998,2.7746,1.9378,
468,151731.0,Hg1201,3.8837,3.8837,9.5298,2.7846,1.9418,
469,87306.0,Hg1201,3.8864,3.8864,9.5316,2.8032,1.9432,
470,41633.0,Hg1201,3.8805,3.8805,9.5288,2.7862,1.9402,
471,89370.0,Hg1201,3.88723,3.88723,9.5372,2.7877,1.9436,
472,87309.0,Hg1201,3.8795,3.8795,9.5237,2.7713,1.9397,
473,50260.0,Hg1201,3.8907,3.8907,9.5563,2.799,1.9453,
474,89375.0,Hg1201,3.879,3.879,9.5237,2.7809,1.9395,
475,98400.0,Hg1201,3.7794,3.7794,8.86,2.4586,1.8897,
476,74065.0,Hg1201,3.88881,3.88881,9.5398,2.77675,1.9661,
477,85396.0,Hg1201,3.8784,3.8784,9.4903,2.7806,1.9392,
478,50117.0,Hg1201,3.94066,3.94066,9.24,2.6518,1.9703,
479,87250.0,Hg1201,3.85,3.85,8.715,2.5639,1.925,
480,50115.0,Hg1201,3.92575,3.92575,9.3049,2.6742,1.9628,
