num :,composition :,str3 :,tc :,lata :,latb :,latc :,refno :,author :,title :,journal :,year :
8010,Hg0.92Ba2.05Cu1.03O4.044,Hg1201,90.7,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8011,Bi2.0Sr2.0Ca1.0Cu1.95K0.5O8.0,Bi2212,85.0,5.41,5.42,30.76,PHC3000033,"Ajay Mohan Suvarna, C.S. Sunandana,",Magnetic penetration depth in K-doped Bi-2212 Bi2Sr2CaCu2-xKO8+delta: ESR study,"Physica.C,300(1998)33-37",1998.0
8012,Bi2.0Sr2.0Ca1.0Cu1.4K0.6O8.0,Bi2212,87.0,5.4,5.43,30.72,PHC300033,"Ajay Mohan Suvarna, C.S. Sunandana,",Magnetic penetration depth in K-doped Bi-2212 Bi2Sr2CaCu2-xKxO8+delta: ESR study,Physica C300(1998)33-37,1998.0
8013,Bi2.0Sr2.0Ca1.0Cu1.3K0.7O8.0,Bi2212,93.0,5.42,5.41,30.69,PHC3000033,"Ajay Mohan Suvarna, C.S. Sunandana,",Magnetic penetration depth in K-doped Bi-2212 Bi2Sr2CaCu2-xKO8+delta: ESR study,"Physica.C,300(1998)33-37",1998.0
8028,Y0.74Ca0.16Sr2.1Cu2.78S0.22O7.0,Y123,25.0,3.825,3.843,11.26,PHC2080193,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,",COPPER OXIDE SUPERCONDUCTORS CONTAINING SULPHATE AND PHOSPHATEGROUPS,"PHYSICA C,208(1993)193",1993.0
8029,Y1.0Ca1.0Ba4.0Cu5.0N0.3C0.7O14.0,Y123,82.0,3.8789999999999996,3.885,11.536,PHC2080116,"A.MAIGNAN, B.RAVEAU, C.MICHEL, M.HERVIEU,","INTRODUCTION OF NITRATE GROUPS IN THE ""123""STRUCTURE","PHYSICA C,208(1993)116",1993.0
8030,Tl0.5Bi0.5Sr4.0Cu2.0C1.0O10.0,,55.0,3.8310000000000004,,16.518,PHC2080149,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 55 K SUPERCONDUCTING COPPER OXYCARBONATE: TL1-XBIXSR4CU2CO3O7,"PHYSICA C,208(1993)149",1993.0
8031,Tl0.5Bi0.5Sr4.0Cu2.0C1.0O10.0,,52.0,,,,PHC2080149,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 55 K SUPERCONDUCTING COPPER OXYCARBONATE: TL1-XBIXSR4CU2CO3O7,"PHYSICA C,208(1993)149",1993.0
8032,Tl0.7Bi0.3Sr4.0Cu2.0C1.0O10.0,,50.0,,,,PHC2080149,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 55 K SUPERCONDUCTING COPPER OXYCARBONATE: TL1-XBIXSR4CU2CO3O7,"PHYSICA C,208(1993)149",1993.0
8033,Tl0.7Bi0.3Sr4.0Cu2.0C1.0O10.0,,48.0,,,,PHC2080149,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 55 K SUPERCONDUCTING COPPER OXYCARBONATE: TL1-XBIXSR4CU2CO3O7,"PHYSICA C,208(1993)149",1993.0
8034,Bi2.0Sr4.0Cu2.0C1.0O11.0,,30.0,5.466,5.46,39.5,PHC2080121,"A.MAIGNAN, B.RAVEAU, C.MICHEL, D.PELLOQUIN, M.CALDES, M.HERVIEU,",THE BISMUTH OXYCARBONATE BI2SR4CU2CO3O8.,"PHYSICA C,208(1993)121",1993.0
8036,Tl0.5Pb0.5Sr4.0Cu2.0C7.75O23.25,,23.0,3.824,,16.516,PHC2050219,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 70 K SUPERCONDUCTOR,"PHYSICA C,205(1993)219",1993.0
8037,Tl0.5Pb0.5Sr4.0Cu2.0C7.75O23.25,,63.0,,,,PHC2050219,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 70 K SUPERCONDUCTOR,"PHYSICA C,205(1993)219",1993.0
8038,Tl0.5Pb0.5Sr4.0Cu2.0C7.0O21.0,,60.0,,,,PHC2050219,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 70 K SUPERCONDUCTOR,"PHYSICA C,205(1993)219",1993.0
8039,Tl0.5Pb0.5Sr4.0Cu2.0C7.0O21.0,,70.0,,,,PHC2050219,"A.MAIGNAN, B.RAVEAU, C.MARTIN, C.MICHEL, M.HERVIEU, M.HUVE,",A 70 K SUPERCONDUCTOR,"PHYSICA C,205(1993)219",1993.0
8040,Ba1.1Sr0.9Cu1.1C0.9O4.9,,26.0,5.564,,7.857,NAT3570313,"K.KINOSHITA, T.YAMADA,",A NEW COPPER OXIDE SUPERCONDUCTOR CONTAINING CARBON,NATURE 357(1992)313,1992.0
8047,Bi2.0Sr4.0Cu2.0C1.0O11.0,Bi2201,32.0,,,,PHC2170027,"A.MAIGNAN, B.RAVEAU, C.MICHEL, D.PELLOQUIN, M.HERVIEU, M.T.CALDES,",LEAD SUBSTITUTION IN THE 30 K-SUPERCONDUCTOR BI2SR4-YCU2CO3O8-Z,"PHYSICA C,217(1993)27",1993.0
8049,Y0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,79.0,3.863,,11.457,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8050,Pr0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,30.0,3.885,,11.529000000000002,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8051,Nd0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,74.0,3.885,,11.552999999999999,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8052,Sm0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,77.0,3.8760000000000003,,11.515999999999998,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8053,Eu1.5Pr0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,78.0,3.8739999999999997,,11.493,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8054,Gd0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,78.0,3.872,,11.492,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8055,Dy0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,78.0,3.867,,11.469000000000001,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8056,Ho0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,79.0,3.865,,11.45,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8057,Er0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,80.0,3.845,,11.45,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8058,Tm0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,79.0,3.858,,11.44,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8059,Yb0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,78.0,3.853,,11.447000000000001,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8060,Lu0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7.0,M1212,77.0,3.8489999999999998,,11.481,PHC2080351,"JUN AKIMITSU, TAMAKI KOBAYASHI, TOHRU DEN,","SUPERCONDUCTOR WITH TC UP TO 80 K IN THE COMPOUND (LN,CA)(SR,BA)2(C,CU)CU2O7-Z","PHYSICA C,208(1993)351",1993.0
8061,Y0.74Ca0.16Sr2.1Cu2.78S0.22O7.0,Y123,34.9,3.825,3.844,11.244000000000002,PHC2130014,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,","SUPERCONDUCTIVITY IN THE SYSTEM (Y,CA,SR)(BA,SR)2(CU3-Z(SO4)ZOX","PHYSICA C,213(1993)14",1993.0
8062,Y0.74Ca0.16Sr1.6Ba0.5Cu2.78S0.22O7.0,Y123,54.9,3.827,,11.439,PHC2130014,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,","SUPERCONDUCTIVITY IN THE SYSTEM (Y,CA,SR)(BA,SR)2(CU3-Z(SO4)ZOX","PHYSICA C,213(1993)14",1993.0
8063,Y0.74Ca0.16Sr1.1Ba1.0Cu2.78S0.22O7.0,Y123,75.1,3.833,,11.534,PHC2130014,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,","SUPERCONDUCTIVITY IN THE SYSTEM (Y,CA,SR)(BA,SR)2(CU3-Z(SO4)ZOX","PHYSICA C,213(1993)14",1993.0
8064,Y0.74Ca0.16Sr0.6Ba1.5Cu2.78S0.22O7.0,Y123,77.9,3.85,,11.622,PHC2130014,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,","SUPERCONDUCTIVITY IN THE SYSTEM (Y,CA,SR)(BA,SR)2(CU3-Z(SO4)ZOX","PHYSICA C,213(1993)14",1993.0
8065,Y0.84Sr2.16Cu2.78S0.22O7.0,Y123,45.0,,,,PHC2130014,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,","SUPERCONDUCTIVITY IN THE SYSTEM (Y,CA,SR)(BA,SR)2(CU3-Z(SO4)ZOX","PHYSICA C,213(1993)14",1993.0
8066,Y0.84Sr1.16Ba1.0Cu2.78S0.22O7.0,Y123,78.1,,,,PHC2130014,"C.GREAVES, C.M.MUIRHEAD, M.SLASKI, P.R.SLATER,","SUPERCONDUCTIVITY IN THE SYSTEM (Y,CA,SR)(BA,SR)2(CU3-Z(SO4)ZOX","PHYSICA C,213(1993)14",1993.0
8073,Y1.0Ba1.0Sr1.0Cu2.8P0.2O4.0,Y123,47.0,3.844,,11.48,PHC2200373,"C.N.R.Rao, R.Nagarajan, S.Ayyappan,",Oxyanion derivatives of cuprate superconductors: Superonducting 123 phosphates,"Physica C, 220(1994)373-376",1994.0
8076,Hg0.75Ba2.07Ca2.07Cu3.11O8.15,Hg1223,134.7,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8077,Hg0.75Ba2.07Ca2.07Cu3.11O8.16,Hg1223,134.2,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8078,Hg0.75Ba2.07Ca2.07Cu3.11O8.187000000000001,Hg1223,135.4,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8079,Hg0.75Ba2.07Ca2.07Cu3.11O8.208,Hg1223,135.8,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8080,Hg0.75Ba2.07Ca2.07Cu3.11O8.222999999999999,Hg1223,133.4,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8081,Hg0.92Ba2.05Cu1.03O4.05,Hg1201,93.8,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8082,Hg0.92Ba2.05Cu1.03O4.058,Hg1201,92.1,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8083,Hg0.92Ba2.05Cu1.03O4.062,Hg1201,96.5,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8084,Hg0.92Ba2.05Cu1.03O4.063,Hg1201,93.4,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8085,Hg0.92Ba2.05Cu1.03O4.065,Hg1201,91.6,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8086,Hg0.92Ba2.05Cu1.03O4.079,Hg1201,79.2,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8087,Hg0.92Ba2.05Cu1.03O4.087,Hg1201,70.3,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8088,Hg0.92Ba2.05Cu1.03O4.103,Hg1201,63.6,,,,PHC2980049,"Kazuo Fueki, Tadashi Koyama, Tetsuo Tsuchida,",Chemical thermodynamics of Hg1201 and Hg1223 phases,"Physica.C,298(1998)49-58",1998.0
8095,Bi2.0Sr2.0Ca1.0Cu1.5K0.5O8.0,,85.0,5.41,5.42,30.76,PHC3000033,"Ajay Mohan Suvarna, C.S. Sunandana,",Magnetic penetration depth in K-doped Bi-2212 Bi2Sr2CaCu2-xKO8+delta: ESR study,"Physica.C,300(1998)33-37",1998.0
8096,Bi2.0Sr2.0Ca1.0Cu1.4K0.6O8.0,,87.0,5.4,5.43,30.72,PHC3000033,"Ajay Mohan Suvarna, C.S. Sunandana,",Magnetic penetration depth in K-doped Bi-2212 Bi2Sr2CaCu2-xKO8+delta: ESR study,"Physica.C,300(1998)33-37",1998.0
8097,Bi2.0Sr2.0Ca1.0Cu1.3K0.7O8.0,,93.0,5.42,5.41,30.69,PHC3000033,"Ajay Mohan Suvarna, C.S. Sunandana,",Magnetic penetration depth in K-doped Bi-2212 Bi2Sr2CaCu2-xKO8+delta: ESR study,"Physica.C,300(1998)33-37",1998.0
8098,Hg0.97Re0.03Ba2.0Ca2.0Cu3.0O8.0,Hg1223,130.0,3.8531,,15.6677,PHC3000141,"C.T. Lin, E. Schonherr, K. Peters, M. Cardona, Y. Yan,",Flux growth of Hg1-xRexBa2Can-1CunO2n+2+delta single crystals by self-atmosphere,"Physica.C,300(1998)141-150",1998.0
8170,Y1.0Ba2.0Cu4.0O8.0,Y124,77.0,3.8407,3.8701,27.230999999999998,PHC3010315,"M. Jimenez, M.L. Marquina, R. Escamilla, R. Gomez, R. Ridaura, S. Aburto, T. Akachi, V. Marquina,",Site occupancy and Tc degradation in iron substituted YBa2(Cu1-xFex)4O8+delta,"Physica.C,301(1998)315-325",1998.0
8171,Y1.0Ba2.0Cu3.975Fe0.025O8.0,Y124,66.0,3.8417,3.8727,27.21,PHC3010315,"M. Jimenez, M.L. Marquina, R. Escamilla, R. Gomez, R. Ridaura, S. Aburto, T. Akachi, V. Marquina,",Site occupancy and Tc degradation in iron substituted YBa2(Cu1-xFex)4O8+delta,"Physica.C,301(1998)315-325",1998.0
8172,Y1.0Ba2.0Cu3.95Fe0.05O8.0,Y124,51.0,3.8419,3.8734,27.208000000000002,PHC3010315,"M. Jimenez, M.L. Marquina, R. Escamilla, R. Gomez, R. Ridaura, S. Aburto, T. Akachi, V. Marquina,",Site occupancy and Tc degradation in iron substituted YBa2(Cu1-xFex)4O8+delta,"Physica.C,301(1998)315-325",1998.0
8173,Y1.0Ba2.0Cu3.925Fe0.075O8.0,Y124,35.0,3.8428,3.8736,27.2,PHC3010315,"M. Jimenez, M.L. Marquina, R. Escamilla, R. Gomez, R. Ridaura, S. Aburto, T. Akachi, V. Marquina,",Site occupancy and Tc degradation in iron substituted YBa2(Cu1-xFex)4O8+delta,"Physica.C,301(1998)315-325",1998.0
8176,Y2.0Ba4.0Cu7.0O15.0,Y247,80.0,3.8364,3.8791,50.386,PHC3010155,"A.M. Abakumov, E.M. Kopnin, E.V. Antipov, G.Van. Tendeloo, J. Karpinski, M.G. Rozova, M.L. Kovba, O.I. Lebedev, R.V. Shpanchenko, S.N. Putilin,",Effect of fluorination on the structure and superconducting properties of Y2Ba4CuO14+delta phases,"Physica.C,301(1998)155-164",1998.0
8177,Y2.0Ba4.0Cu7.0O14.0,Y247,30.0,3.8489999999999998,3.8693,50.794,PHC3010155,"A.M. Abakumov, E.M. Kopnin, E.V. Antipov, G.Van. Tendeloo, J. Karpinski, M.G. Rozova, M.L. Kovba, O.I. Lebedev, R.V. Shpanchenko, S.N. Putilin,",Effect of fluorination on the structure and superconducting properties of Y2Ba4CuO14+delta phases,"Physica.C,301(1998)155-164",1998.0
8181,La1.0Ba1.0Ca1.0Cu3.0O7.0,1113,69.0,3.8689999999999998,,11.645,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8182,La0.75Nd0.25Ba1.0Ca1.0Cu3.0O7.0,1113,55.0,3.866,,11.642000000000001,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8183,Nd1.0Ba1.0Ca1.0Cu3.0O7.0,1113,33.0,3.862,,11.623,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8184,La0.75Sm0.25Ba1.0Ca1.0Cu3.0O7.0,1113,71.0,3.865,,11.632,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8185,La0.5Sm0.5Ba1.0Ca1.0Cu3.0O7.0,1113,66.0,3.866,,11.620999999999999,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8186,La0.25Sm0.75Ba1.0Ca1.0Cu3.0O7.0,1113,65.0,3.862,,11.600999999999999,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8187,La0.8Pr0.2Ba1.0Ca1.0Cu3.0O7.0,1113,52.0,3.867,,11.639000000000001,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8188,La0.6Pr0.6Ba1.0Ca1.0Cu3.0O7.0,1113,28.0,3.866,,11.63,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8189,La0.4Pr0.4Ba1.0Ca1.0Cu3.0O7.0,1113,14.0,3.87,,11.624,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8190,La1.82Ca1.18Cu2.0O6.0,2126,55.0,,,,SSC1080425,"B. Dabrowski, K. Rogacki, P.W. Klamut,",IRREVERSIBILITY FIELDS AND CRITICAL CURRENTS FOR PURE AND Y-SUBSTITUTED La1.82Ca1.18Cu2O6 SUPERCONDUCTORS,Solid State Commun.108(1998)425,1998.0
8191,La0.75Dy0.25Ba1.0Ca1.0Cu3.0O7.0,,56.0,3.862,,11.623,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8192,La0.5Dy0.5Ba1.0Ca1.0Cu3.0O7.0,,55.0,3.86,,11.606,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8193,La0.25Dy0.75Ba1.0Ca1.0Cu3.0O7.0,,59.0,,,,PHC3010048,"A.V. Narlikar, J. Horvat, Rajvir Singh, S.X. Dou, V.P.S. Awana,","Synthesis, structural aspects and superconductivity of La1-xRExBaCaCu3O7 with RE=Nd,Dy,Sm and Pr","Physica.C,301(1998)48-54",1998.0
8194,Y1.0Ba2.0Cu4.0O8.0,Y124,75.0,3.8441,3.8727,27.2381,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8195,Y0.9Pr0.1Ba2.0Cu4.0O8.0,Y124,66.0,3.841,3.8727,,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8196,Y0.8Pr0.2Ba2.0Cu4.0O8.0,Y124,60.0,3.8449,3.8766,27.2112,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8197,Y0.7Pr0.3Ba2.0Cu4.0O8.0,Y124,61.0,3.8495,3.8774,27.205,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8198,Y0.6Pr0.4Ba2.0Cu4.0O8.0,Y124,54.0,3.8557,3.8821,27.2181,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8199,Y0.5Pr0.5Ba2.0Cu4.0O8.0,Y124,50.0,3.8588,3.8883,27.2404,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8200,Y0.4Pr0.6Ba2.0Cu4.0O8.0,Y124,40.0,3.8635,3.889,27.2412,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
8201,Y0.3Pr0.7Ba2.0Cu4.0O8.0,Y124,20.0,3.8673,3.8921,27.265,PHC3020010,"A. Matsushita, H. Ikuta, I. Hirabayashi, N. Yamada, S. Horii, S. Katano, S. Morii, T. Matsumoto, U. Mizutani, Y. Funahashi, Y. Kodama, Y. Yamada,",Synthesis and superonducting properties of (Y1-xPrx)Ba2Cu4O8 and (Y1-xPrx)2Ba4Cu7O15-y compounds,"Physica.C,302(1998)10-22",1998.0
