num :,composition :,str3 :,tc :,lata :,latb :,latc :,refno :,author :,title :,journal :,year :
2,Ba0.2La1.8Cu1.0O4.0,T,29.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
3,Ba0.1La1.9Ag0.1Cu0.9O4.0,T,26.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
4,Ba0.1La1.9Cu1.0O4.0,T,19.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
5,Ba0.15La1.85Cu1.0O4.0,T,22.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
6,Ba0.3La1.7Cu1.0O4.0,T,23.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
7,Ba0.5La1.5Cu1.0O4.0,T,23.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
8,Ba1.0La1.0Cu1.0O4.0,T,11.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
11,Sr0.1La1.9Cu1.0O4.0,T,33.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
12,Sr0.15La1.85Cu1.0O4.0,T,36.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
13,Sr0.2La1.8Cu1.0O4.0,T,31.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
14,Sr0.3La1.7Cu1.0O4.0,T,33.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
15,Ba0.3La1.7Hg0.3Cu0.7O4.0,T,26.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
17,Ba0.1La1.9Ag0.05Cu0.95O4.0,T,27.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
18,Ba0.1La1.9Ag0.1Cu0.9O4.0,T,27.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
19,Ba0.1La1.9Ag0.25Cu0.75O4.0,T,26.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
20,Ba0.1La1.9Ag0.5Cu0.5O4.0,T,27.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
21,Y1.0Ba1.5Ca0.5Cu3.0O7.0,Y123,82.0,3.762,3.8939999999999997,11.697000000000001,SSC0721203,"G. J. BALDHA, H. H. JOSHI, K. V. RAO, R. G. KULKARNI, S. M. JOSHI, V. SKUMRYEV,",MAGNETIC PROPERTIES OF YBA1.5CA0.5CU3-O7-Z SUPERCONDUCTOR,SOLID STATE COMMUN.72(1989)1203,1989.0
22,Ba0.15La1.85Cu1.0O4.0,T,30.0,,,,JJP0260123,"H.Takagi, S.Uchida, K.Kitazawa, S.Tanaka,",High-Tc superconductivity of La-Ba-Cu oxides. II.-Specification of the superconducting phase,"Jpn.J.Appl.Phys., 26(1987)L123",1987.0
23,La1.85Ba0.15Cu1.0O4.0,T,30.0,,,,JJP0260151,"S.Uchida, H.Takagi, K.Kitazawa, S.Tanaka,",High-Tc superconductivity of La-Ba-Cu oxides. III. Electrical resistivity measurement,"Jpn.J.Appl.Phys., 26(1987)L151",1987.0
24,La1.85Sr0.15Cu1.0O4.0,T,39.0,,,,JJP0260196,"S.Uchida, H.Takagi, S.Tanaka, K.Nakao, N.Miura, K.Kishio, K.Kitazawa, K.Fueki,",High-Tc superconductivity of La-Ba(Sr)-Cu oxides. IV Critical magnetic fields,"Jpn.J.Appl.Phys., 26(1987)L196",1987.0
37,La1.9Sr0.1Cu1.0O4.0,T,30.0,3.786,,13.220999999999998,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
38,La1.775Sr0.225Cu1.0O4.0,T,35.5,3.7710000000000004,,13.254000000000001,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
39,La1.75Sr0.25Cu1.0O4.0,T,23.3,3.7739999999999996,,13.267000000000001,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
40,La1.7Sr0.3Cu1.0O4.0,T,18.2,3.7739999999999996,,13.245999999999999,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
41,La1.65Sr0.35Cu1.0O4.0,T,18.3,3.7710000000000004,,13.258,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
42,La1.6Sr0.4Cu1.0O4.0,T,18.3,3.7689999999999997,,13.257,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
43,La1.825Sr0.175Cu1.0O4.0,T,37.5,3.778,,13.243,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
44,La1.85Ca0.15Cu1.0O4.0,T,20.0,,,,CL19870429,"K.Kishio, K.Kitazawa, S.Kanbe, I.Yasuda, N.Sugii, H.Takagi, S.Uchida, K.Fueki, S.Tanaka,",New high temperature superconducting oxides (La1-xSrx)2CuO4-d and (La1-xCax)2CuO4-d,"Jpn.J.Appl.Phys., 26(1987)L325",1987.0
58,La2.0Ba4.0Cu6.0O14.0,,48.0,5.545,,11.73,JJP0260615,"K.SEMBA, M.HIKITA, S.KURIHARA, S.TSURUMI, T.IWATA,",OXYGEN-DEFECT PEROVSKITE STRUCTURE WITH SUPERCONDUCTING TC ABOVE 50K IN LA-BA-CU-O COMPOUND SYSTEM,"JJAP.LETT.,26(1987)L615",1987.0
60,Y1.6Ba2.4Cu3.0O10.0,Y123,90.0,,,,JJP0260624,"A.INOUE, H.KIMURA, K.MATSUZAKI, K.MOROISHI, T.MASUMOTO,",SUPERCONDUCTIVITY ABOVE 90K IN Y-BA-CU-O COMPOUNDS AND THEIR CRITICAL CURRENT DENSITIES AT 77K,"JJAP.LETT.,26(1987)L624",1987.0
61,Y1.2Ba1.8Cu2.0O7.0,Y123,92.0,,,,JJP0260624,"A.INOUE, H.KIMURA, K.MATSUZAKI, K.MOROISHI, T.MASUMOTO,",SUPERCONDUCTIVITY ABOVE 90K IN Y-BA-CU-O COMPOUNDS AND THEIR CRITICAL CURRENT DENSITIES AT 77K,"JJAP.LETT.,26(1987)L624",1987.0
62,Y0.8Ba1.2Cu1.0O4.0,,80.0,,,,JJP0260624,"A.INOUE, H.KIMURA, K.MATSUZAKI, K.MOROISHI, T.MASUMOTO,",SUPERCONDUCTIVITY ABOVE 90K IN Y-BA-CU-O COMPOUNDS AND THEIR CRITICAL CURRENT DENSITIES AT 77K,"JJAP.LETT.,26(1987)L624",1987.0
88,Ba0.3La1.7Hg0.15Cu0.85O4.0,,28.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
89,Ba0.3La1.7Hg0.15Cu0.85O4.0,,28.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
93,La1.85Sr0.15Cu1.0O4.0,T,35.5,3.782,,13.229,CL19870547,"S.Kanbe, K.Kishio, K.Kitazawa, K.Fueki, H.Takagi, S.Tanaka,",Superconductivity and lattice parameters in (La1-xSrx)2CuO4-d solid solution system,"Chem.Lett., No.3 (1987)547-550",1987.0
95,Sr0.35La1.65Cu1.0O4.0,T,26.0,,,,JJP0260223,"Y.Saito, T.Noji, A.Endo, N.Matsuzaki, M.Katsumata,","Composition dependence of the high temperature superconductivity in (Ba,Sr)-La-(Hg,Ag)-Cu-O system with K2NiF4-type structure","Jpn.J.Appl.Phys., 26(1987)L223",1987.0
99,Lu1.8Ba0.2Cu1.0O4.0,,71.9,,,,JJP0260325,"S.Hosoya, S.Shamoto, M.Onoda, M.Sato,",High-Tc superconductivity in new oxide systems,,1987.0
100,Y0.9Ba0.1Cu1.0O4.0,,81.0,,,,JJP0260325,"S.Hosoya, S.Shamoto, M.Onoda, M.Sato,",High-Tc superconductivity in new oxide systems,,1987.0
105,Ba0.15La1.85Cu1.0O4.0,T,28.0,,,,APL0500543,"D.W.Capone II, D.G.Hinks, J.D.Jorgensen, K.Zhang,",Upper critical fields and high superconducting transition temperatures of La1.85Sr0.15CuO4 and La1.85Ba0.15CuO4,"Appl.Phys.Lett., 50(1987)543",1987.0
106,Sr0.15La1.85Cu1.0O4.0,T,34.7,,,,APL0500543,"D.W.Capone II, D.G.Hinks, J.D.Jorgensen, K.Zhang,",Upper critical fields and high superconducting transition temperatures of La1.85Sr0.15CuO4 and La1.85Ba0.15CuO4,"Appl.Phys.Lett., 50(1987)543",1987.0
108,Sr0.2La1.8Cu0.95Ti0.05O4.0,T,21.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
109,Sr0.2La1.8Cu0.99V0.01O4.0,T,12.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
110,Sr0.2La1.8Cu0.99Cr0.01O4.0,T,22.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
111,Sr0.2La1.8Cu0.98Mn0.02O4.0,T,32.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
112,Sr0.2La1.8Cu0.95Fe0.05O4.0,T,30.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
113,Sr0.2La1.8Cu0.95Co0.05O4.0,T,16.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
114,Sr0.2La1.8Cu0.95Ni0.05O4.0,T,21.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
115,Sr0.2La1.8Cu0.99Zn0.01O4.0,T,29.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
116,Pr0.1La1.7Sr0.2Cu1.0O4.0,T,36.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
117,Nd0.1La1.7Sr0.2Cu1.0O4.0,T,35.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
118,Sm0.1La1.7Sr0.2Cu1.0O4.0,T,32.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
119,Gd0.1La1.7Sr0.2Cu1.0O4.0,T,30.0,,,,JJP0260337,"KAZUO FUEKI, KOHJI KISHIO, KOICHI KITAZAWA, MAKOTO AOKI, NAOKI OOBA, SHIN-ICHI UCHIDA, SHOJI TANAKA, TETSUYA HASEGAWA,",HIGH TC SUPERCONDUCTIVITY OF (LA(1-X)SR(X))(2)CU(1)O(4)EFFECT OF SUBSTITUTION OF FOREIGN IONS FOR CU AND LA ON SUPERCONDUCTIVITY,"JJAP.LETT.,26(1987)L337",1987.0
120,Y1.0Ba2.0Cu2.85Fe0.15O7.0,Y123,51.0,,,,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
121,Y1.0Ba2.0Cu2.7Fe0.3O7.0,Y123,33.0,,,,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
122,Y1.0Ba2.0Cu2.97Fe0.03O7.0,Y123,82.0,3.822,3.891,11.67,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
123,Y1.0Ba2.0Cu2.94Fe0.06O7.0,Y123,60.0,,,,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
124,Y1.0Ba2.0Cu2.88Fe0.12O7.0,Y123,54.0,,,,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
125,Y1.0Ba2.0Cu3.0O7.0,Y123,90.0,3.822,3.891,11.67,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
126,Y1.0Ba2.0Cu3.0S1.0O6.0,Y123,90.0,3.855,3.919,11.75,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
127,Y1.0Ba2.0Cu3.0Cl1.0O6.0,Y123,72.0,,,,PRB0363923,"I.FELNER, I.NOWIK, Y.YESHURUN,",EFFECTS OF SUBSTITUTION OF O BY S AND CU BY FE ON SUPERCONDUCTIVITY IN Y(1)BA(2)CU(3)O(7),"PHYS.REV.B,36(1987)3923",1987.0
128,Y1.0Ba2.0Cu3.0O7.0,Y123,92.0,3.821,3.885,11.675999999999998,PRB0363920,"B. Domenges, B. Raveau, C. Michel, G. Heger, J. Provost, M. Hervieu,",Twins and oriented domains in the orthorhombic superconductor YBa2Cu3O7+-e,"Phys.Rev.B.,36(1987)3920",1987.0
129,Y1.0Ba2.0Cu3.0O7.0,Y123,93.0,,,,PRB0363917,"D.E.SWETS, D.T.MORELLI, J.HEREMANS,",THERMAL CONDUCTIVITY OF SUPERCONDUCTIVE Y-BA-CU-O,"PHYS.REV.B,36(1987)3917",1987.0
130,Y1.0Ba2.0Cu3.0O7.0,Y123,92.0,,,,PRB0363913,"D.E.PETERSON, E.ZIRNGIEBL, G.GRUNER, G.L.WELLS, J.D.THOMPSON, J.R.COOPER, R.B.SCHWARZ, R.S.KWOK, S-W.CHEONG, S.E.BROWN, Z.FISK,",NORMAL-STATE PROPERTIES OF A(1)BA(2)CU(3)O(7-Y) COMPOUNDS(A=Y AND GD):ELECTRON-ELECTRON CORRELATIONS,"PHYS.REV.B,36(1987)3913",1987.0
131,Gd1.0Ba2.0Cu3.0O7.0,Y123,94.5,,,,PRB0363913,"D.E.PETERSON, E.ZIRNGIEBL, G.GRUNER, G.L.WELLS, J.D.THOMPSON, J.R.COOPER, R.B.SCHWARZ, R.S.KWOK, S-W.CHEONG, S.E.BROWN, Z.FISK,",NORMAL-STATE PROPERTIES OF A(1)BA(2)CU(3)O(7-Y) COMPOUNDS(A=Y AND GD):ELECTRON-ELECTRON CORRELATIONS,"PHYS.REV.B,36(1987)3913",1987.0
133,La1.85Sr0.15Cu1.0O4.0,T,36.0,,,,PRB0364003,"G. Collin, M. Oussena, M. Ribault, S. Senoussi,",Critical fields and the critical current density of La1.85Sr0.15CuO4,"Phys.Rev.B.,36(1987)4003",1987.0
134,Y1.0Ba2.0Cu3.0O7.0,Y123,91.85,,,,PRB0363990,"A. Zettl, L.C. Bourne, Marvin L. Cohen, T.W. Barbee III,",Complete absence of isotope effect in YBa2Cu3O7: Consequences for phonon-mediated superconductivity,"Phys.Rev.B,36(1987)3990",1987.0
135,Y1.0Ba2.0Cu3.0O7.0,Y123,91.95,,,,PRB0363990,"A. Zettl, L.C. Bourne, Marvin L. Cohen, T.W. Barbee III,",Complete absence of isotope effect in YBa2Cu3O7: Consequences for phonon-mediated superconductivity,"Phys.Rev.B,36(1987)3990",1987.0
136,Y1.0Ba2.0Cu3.0O7.0,Y123,89.7,,,,PRB0363990,"A. Zettl, L.C. Bourne, Marvin L. Cohen, T.W. Barbee III,",Complete absence of isotope effect in YBa2Cu3O7: Consequences for phonon-mediated superconductivity,"Phys.Rev.B,36(1987)3990",1987.0
137,Y1.0Ba2.0Cu3.0O7.0,Y123,89.9,,,,PRB0363990,"A. Zettl, L.C. Bourne, Marvin L. Cohen, T.W. Barbee III,",Complete absence of isotope effect in YBa2Cu3O7: Consequences for phonon-mediated superconductivity,"Phys.Rev.B,36(1987)3990",1987.0
138,Ho1.0Ba2.0Cu3.0O8.0,Y123,85.0,,,,JPC0200669,"A.N.DAS, A.PODDAR, B.GHOSH, P.CHOUDHURY, P.MANDAL,",SUPERCONDUCTIVITY IN Y(0.1)GD(0.9)BA(2)CU(3)O(8-Z) AND HO(1)BA(2)CU(3)O(8-Z) SYSTEMS,"J.PHYS.C,20(1987)669",1987.0
139,Y0.1Gd0.9Ba2.0Cu3.0O8.0,Y123,90.5,,,,JPC0200669,"A.N.DAS, A.PODDAR, B.GHOSH, P.CHOUDHURY, P.MANDAL,",SUPERCONDUCTIVITY IN Y(0.1)GD(0.9)BA(2)CU(3)O(8-Z) AND HO(1)BA(2)CU(3)O(8-Z) SYSTEMS,"J.PHYS.C,20(1987)669",1987.0
141,Y1.0Ba2.0Cu3.0O7.0,Y123,130.0,,,,PRL0591468,"R.N.BHARGAVA, S.P.HERKO, W.N.OSBORNE,",IMPROVED HIGH-TC SUPERCONDUCTORS,"PHYS.REV.LETT.,59(1987)1468",1987.0
142,Y1.0Ba2.0Cu3.0O7.0,Y123,88.8,3.83,3.89,11.71,PRL0591160,"T.K.WORTHINGTON, T.R.DINGER, W.J.GALLAGHER,",ANISOTROPIC NATURE OF HIGH-TEMPERATURE SUPERCONDUCTIVITY IN SINGLE-CRYSTAL Y(1)BA(2)CU(3)O(7-X),"PHYS.REV.LETT.,59(1987)1160",1987.0
144,Y1.0Ba2.0Cu3.0O7.0,Y123,90.0,,,,JPF0170261,"D.P.ALMOND, E.F.LAMBSON, G.A.SAUNDERS, WANG HONG,",ULTRASONIC ATTENUATION IN THE HIGH-TC SUPERCONDUCTOR Y(1)BA(2)CU(3)O(7-Z),"J.PHYS.F,17(1987)261",1987.0
145,Y1.0Ba2.0Cu3.0O7.0,Y123,85.5,,,,JPF0170243,"Chen Haoming, He Yusheng, Lin Sihan, Lou Yongming, Xiang Jiong, Zhang Baiwen,",Ultrasonic investigation of lattice instability and superconductivivty in high-Tc systems,J.Phys.F:Met.Phys.17(1987)L243-L248,1987.0
146,Y3.0Ba5.0Cu4.0Nb1.0O18.0,,77.3,,,,JPF0170243,"Chen Haoming, He Yusheng, Lin Sihan, Lou Yongming, Xiang Jiong, Zhang Baiwen,",Ultrasonic investigation of lattice instability and superconductivivty in high-Tc systems,J.Phys.F:Met.Phys.17(1987)L243-L248,1987.0
