,energy,Cu-Oa,c
0,-17351.7587,2.4330227114600014,15.420574794279
1,-17351.8324,2.486763634593,15.581205781687
2,-17351.8837,2.544737908091001,15.741836769195
3,-17351.909,2.6094545949239993,15.902467756603
4,-17351.9157,2.6676509791999994,16.063098744011
5,-17351.9032,2.7157698676590005,16.223729731519
6,-17351.8725,2.7768533446270016,16.384360718927
7,-17351.823,2.8308330476590005,16.544991706336
8,-17351.7597,2.890879347067001,16.705622693844
